cell_id,celltype,x,y
bemcmied-1,Macrophages,5555.236328125,2073.479248046875
kebijahd-1,Dendritic Cells,9349.9267578125,2599.07568359375
gohaenom-1,11q13 Invasive Tumor Cells,4955.70556640625,5045.67041015625
ieedoebn-1,Luminal-like Amorphous DCIS Cells,1269.8013916015625,3764.479248046875
cpmehifc-1,Luminal-like Amorphous DCIS Cells,996.4976806640624,1687.1943359375
mgnifnik-1,Basal-like Structured DCIS Cells,9007.837890625,4644.76123046875
hecgmdaa-1,11q13 Invasive Tumor Cells,4246.9541015625,4854.72119140625
iepnhleg-1,Luminal-like Amorphous DCIS Cells,928.4442749023438,3467.458251953125
bdelbaal-1,Luminal-like Amorphous DCIS Cells,3214.261474609375,1793.6612548828125
hpdiejpb-1,Endothelial Cells,1572.8165283203125,4803.890625
henkbcnd-1,11q13 Invasive Tumor Cells,3953.92431640625,5012.53466796875
gdmkjaho-1,11q13 Invasive Tumor Cells,2864.00341796875,4365.6337890625
bjianime-1,11q13 Invasive Tumor Cells (Mitotic),5671.541015625,3630.244873046875
hgpbomgc-1,Endothelial Cells,4212.24755859375,5247.82666015625
jomjcico-1,11q13 Invasive Tumor Cells,7871.77001953125,850.556396484375
enlcijge-1,Basal-like Structured DCIS Cells,5051.65185546875,1384.43994140625
igbbddhj-1,"CAFs, DCIS Associated",536.995849609375,3508.7275390625
dbdfgpdk-1,Luminal-like Amorphous DCIS Cells,1937.5008544921875,2965.42529296875
ikdgdgmf-1,11q13 Invasive Tumor Cells,5911.67236328125,2565.86181640625
galapoid-1,Myoepithelial Cells,3887.435546875,794.9008178710938
fokmgcpi-1,"CAFs, DCIS Associated",3474.14697265625,1971.67578125
fogbnkch-1,"CAFs, DCIS Associated",3666.94775390625,2219.2177734375
jbpjgkah-1,"CAFs, DCIS Associated",6527.19970703125,1881.6697998046875
hoofdkch-1,B Cells,2326.56494140625,4915.83837890625
gljollep-1,11q13 Invasive Tumor Cells,4967.70458984375,5301.58544921875
ibkiakjm-1,Myeloid Cells,747.1266479492188,3778.008544921875
jphapjhb-1,Myoepithelial Cells,7421.6630859375,1301.771728515625
hdakgcfm-1,11q13 Invasive Tumor Cells,4467.49169921875,4941.3369140625
jibmkfnh-1,Dendritic Cells,6385.78759765625,627.830810546875
ibmfmjla-1,"CAFs, DCIS Associated",954.7508544921876,3822.6796875
gkdfofhl-1,"CAFs, DCIS Associated",2558.7958984375,3481.8837890625
kocflcpl-1,11q13 Invasive Tumor Cells (G1/S),8201.8154296875,1827.6729736328125
jafdndka-1,Endothelial Cells,6419.845703125,2567.769287109375
iaaekmkb-1,Pericytes,1029.8760986328125,4713.34912109375
ncbccdpd-1,Pericytes,7045.951171875,3072.74853515625
hooeekem-1,"CAFs, DCIS Associated",2298.868408203125,4868.15380859375
bfkmnjam-1,Luminal-like Amorphous DCIS Cells,3980.3505859375,1414.27783203125
cadepile-1,T Lymphocytes,9350.4814453125,2765.635986328125
obgkmajk-1,11q13 Invasive Tumor Cells,4808.88916015625,1617.492919921875
fdobodhg-1,Basal-like Structured DCIS Cells,4971.78759765625,2462.4912109375
aaiefipl-1,Apocrine Cells,296.30499267578125,5213.5595703125
lkofgjnc-1,Myoepithelial Cells,8502.8583984375,3271.59326171875
hcgaklfp-1,11q13 Invasive Tumor Cells,4136.697265625,5004.58447265625
lcmkjhnd-1,Dendritic Cells,9721.5234375,794.3551635742188
dmhahoak-1,11q13 Invasive Tumor Cells,4251.591796875,3642.837890625
fghfekko-1,"CAFs, DCIS Associated",4712.59375,3339.26220703125
jonmnimg-1,CXCL14+ Fibroblasts,7970.2490234375,852.4564208984375
jloienek-1,Endothelial Cells,8636.1015625,331.0141906738281
jgmbmhoh-1,11q13 Invasive Tumor Cells,7024.7412109375,1080.3199462890625
icejfdjm-1,CXCL14+ Fibroblasts,1319.3343505859375,3270.290283203125
fjlnmalo-1,Luminal-like Amorphous DCIS Cells,3053.1689453125,1085.4912109375
dhbaemlc-1,11q13 Invasive Tumor Cells,3871.72802734375,2376.7333984375
ecaahkjj-1,T Lymphocytes,3649.29052734375,3759.56494140625
mppmdbfp-1,11q13 Invasive Tumor Cells,6332.595703125,5064.27978515625
hlegilga-1,"CAFs, DCIS Associated",2616.78662109375,5079.76611328125
injcikgi-1,11q13 Invasive Tumor Cells,6193.87255859375,2233.29931640625
ibnbaode-1,"CAFs, DCIS Associated",1026.64404296875,3890.80712890625
jmoeclfn-1,Basal-like Structured DCIS Cells,8153.14599609375,809.1328125
iocmoijg-1,Pericytes,5268.4453125,1968.848876953125
mlehfbhk-1,11q13 Invasive Tumor Cells,6456.73828125,5697.611328125
akcdobbm-1,B Cells,8696.9111328125,4676.33349609375
flliejkb-1,Luminal-like Amorphous DCIS Cells,3803.84521484375,510.514404296875
iedndfcd-1,Luminal-like Amorphous DCIS Cells,1131.314208984375,3317.09423828125
lobamnjl-1,11q13 Invasive Tumor Cells,9160.681640625,3418.11083984375
kjicmojg-1,"CAFs, DCIS Associated",7886.2392578125,2793.398193359375
oahabjbp-1,"CAFs, DCIS Associated",2156.962646484375,2897.24755859375
domeneao-1,11q13 Invasive Tumor Cells,3977.773193359375,4348.443359375
kgaipfkc-1,Dendritic Cells,9008.3779296875,2107.302490234375
gjbincob-1,"CAFs, DCIS Associated",2595.982177734375,3240.34228515625
gkjfedim-1,11q13 Invasive Tumor Cells,4336.26611328125,5432.1259765625
gkfjeapm-1,Luminal-like Amorphous DCIS Cells,2683.11083984375,3413.314453125
fiflakeg-1,Luminal-like Amorphous DCIS Cells,2952.20947265625,1230.5712890625
fbgbiaio-1,"CAFs, Invasive Associated",4880.1279296875,2678.267578125
adpijcem-1,T Lymphocytes,4167.591796875,3366.10205078125
cmbgipdb-1,Myoepithelial Cells,1706.7142333984375,2350.098876953125
mgjlhbnc-1,11q13 Invasive Tumor Cells,9164.017578125,4402.18310546875
modmhpml-1,11q13 Invasive Tumor Cells,5960.73046875,5427.51904296875
hbipidhi-1,B Cells,3528.139404296875,5507.07763671875
fhhlgoja-1,11q13 Invasive Tumor Cells,4975.8173828125,3906.9892578125
emebcndn-1,11q13 Invasive Tumor Cells,5310.98046875,1158.73583984375
npigpnbe-1,11q13 Invasive Tumor Cells,6616.60107421875,4062.0517578125
bpbfahja-1,T Lymphocytes,9450.4873046875,3376.7060546875
dkpemdho-1,T Lymphocytes,4359.50634765625,3795.65283203125
iddmnfin-1,"CAFs, DCIS Associated",128.40052795410156,4443.2548828125
gmfkcggm-1,CXCL14+ Fibroblasts,5831.009765625,5947.404296875
jlinpeod-1,Endothelial Cells,8708.615234375,516.2507934570312
nhgofaic-1,Endothelial Cells,6822.462890625,4559.388671875
facbeoke-1,Endothelial Cells,4429.21044921875,3334.394287109375
gcocgbfo-1,Macrophages,3196.4140625,1737.9527587890625
jmggemog-1,Endothelial Cells,8456.6650390625,155.37115478515625
igcacadn-1,"CAFs, DCIS Associated",518.20654296875,3995.482421875
jinoeihd-1,11q13 Invasive Tumor Cells,6294.544921875,1163.8924560546875
mfddfhcn-1,Pericytes,8164.52294921875,4303.3271484375
jjnnmogn-1,"CAFs, Invasive Associated",6173.2763671875,1348.06201171875
hchodbam-1,11q13 Invasive Tumor Cells,4173.12890625,4908.3212890625
bncifkek-1,T Lymphocytes,9870.24609375,2035.4290771484373
nhnhcfba-1,11q13 Invasive Tumor Cells,6451.0947265625,4428.4208984375
dmfhcboj-1,Dendritic Cells,4164.74462890625,3610.892578125
hdjgoagb-1,11q13 Invasive Tumor Cells,4555.46337890625,4743.65966796875
mbjneahg-1,Myoepithelial Cells,9418.2373046875,5541.33984375
hkcijkog-1,T Lymphocytes,3191.223388671875,5896.37744140625
ceogcjlg-1,Endothelial Cells,218.61941528320312,2912.79443359375
mhnodjph-1,Endothelial Cells,9780.240234375,4229.66259765625
ggbnggkf-1,11q13 Invasive Tumor Cells,2440.99609375,4409.79296875
nnbmbpjb-1,"CAFs, DCIS Associated",6122.2412109375,3289.249267578125
meclheee-1,"CAFs, DCIS Associated",9109.6220703125,4945.72119140625
eodpflmn-1,"CAFs, Invasive Associated",5010.1142578125,1670.8370361328125
hdblhfhm-1,Dendritic Cells,4499.00390625,5099.25341796875
gpiheokh-1,Basal-like Structured DCIS Cells,4959.16552734375,4648.32958984375
jkemcmag-1,Basal-like Structured DCIS Cells,6127.0390625,1026.5323486328125
ljcnpnjj-1,Pericytes,7750.40771484375,3412.19921875
ipdcgikd-1,11q13 Invasive Tumor Cells,5684.09228515625,2042.445068359375
ghdichkd-1,"CAFs, DCIS Associated",3734.51123046875,3333.3251953125
bmbfghbh-1,11q13 Invasive Tumor Cells,8931.9970703125,4197.6435546875
inmhooij-1,Basal-like Structured DCIS Cells,6040.35693359375,2647.40478515625
jobmbaml-1,Pericytes,8317.0400390625,1245.6820068359375
kobfimgi-1,11q13 Invasive Tumor Cells,8328.0029296875,1946.1287841796875
dlhnpckh-1,11q13 Invasive Tumor Cells,4411.32568359375,3687.488525390625
lechahjk-1,11q13 Invasive Tumor Cells,9045.0849609375,1448.9661865234375
fadpnmhd-1,Pericytes,4648.82470703125,2333.899658203125
lijobgjm-1,11q13 Invasive Tumor Cells,7537.67919921875,2955.76513671875
ganncglc-1,"CAFs, DCIS Associated",3893.906494140625,582.3096313476562
mopiagjj-1,11q13 Invasive Tumor Cells,7140.541015625,5066.26611328125
mndpfkkb-1,11q13 Invasive Tumor Cells,5800.7734375,5504.76416015625
kgnnkkcm-1,Endothelial Cells,9541.7490234375,2085.28173828125
hapinlca-1,Myoepithelial Cells,3095.09765625,5327.181640625
mdodomcm-1,B Cells,9600.1083984375,4472.79833984375
kmkbojan-1,11q13 Invasive Tumor Cells,7620.6796875,2124.638671875
gielcpdn-1,11q13 Invasive Tumor Cells,3812.287841796875,2982.1044921875
inndahhp-1,11q13 Invasive Tumor Cells,6125.44189453125,2650.19873046875
bjoefcol-1,Basal-like Structured DCIS Cells,7173.88916015625,4389.880859375
bdlalbmn-1,11q13 Invasive Tumor Cells,6368.9169921875,2524.914794921875
mcgglbjd-1,11q13 Invasive Tumor Cells,9025.279296875,5553.10791015625
bjlnafdi-1,11q13 Invasive Tumor Cells,7364.1259765625,4804.66455078125
modpldig-1,11q13 Invasive Tumor Cells,5958.9833984375,5362.7998046875
iaolaagh-1,Luminal-like Amorphous DCIS Cells,916.6693115234376,3611.47705078125
lfekmhli-1,11q13 Invasive Tumor Cells,7752.14501953125,2891.147705078125
aadebhnc-1,Myoepithelial Cells,759.8451538085938,4148.8916015625
kifgjpgh-1,"CAFs, DCIS Associated",7999.037109375,1598.4681396484375
mlgeigha-1,11q13 Invasive Tumor Cells,6669.51904296875,5405.23291015625
mjenmcek-1,Basal-like Structured DCIS Cells,7125.44677734375,4947.037109375
lniehbgn-1,Pericytes,9016.35546875,3083.1513671875
kfkgnbnm-1,11q13 Invasive Tumor Cells (G1/S),9805.6826171875,2361.706298828125
nfammkij-1,"CAFs, DCIS Associated",7431.611328125,3994.681396484375
kplkndbm-1,11q13 Invasive Tumor Cells,8626.5146484375,1714.302001953125
fcecambo-1,11q13 Invasive Tumor Cells (Mitotic),5123.0205078125,4047.236328125
momdolkn-1,11q13 Invasive Tumor Cells,5241.0634765625,4877.5263671875
iijmcnko-1,11q13 Invasive Tumor Cells,5602.48291015625,2360.785888671875
eiaolbhj-1,"CAFs, DCIS Associated",5656.8623046875,641.98291015625
egfmjoem-1,11q13 Invasive Tumor Cells,3488.296630859375,3721.656982421875
gbnpinbm-1,11q13 Invasive Tumor Cells,3220.276123046875,467.5294494628906
elhedljd-1,11q13 Invasive Tumor Cells,4913.3193359375,1758.4566650390625
jgogbpac-1,Pericytes,6969.94482421875,1357.7635498046875
hkachgob-1,B Cells,3303.99951171875,5874.80517578125
nkiaoibl-1,11q13 Invasive Tumor Cells,5530.9052734375,3721.6845703125
dfldpbin-1,Plasma Cells,2250.520263671875,2878.11767578125
anhbmcca-1,11q13 Invasive Tumor Cells,4629.73046875,3902.622314453125
fmeljbhh-1,"CAFs, DCIS Associated",4000.35595703125,1489.907470703125
igepomnd-1,Myoepithelial Cells,520.918212890625,4089.616455078125
acdfomnd-1,Plasma Cells,660.6639404296875,3324.87255859375
dakembfj-1,Endothelial Cells,1042.012451171875,2426.55908203125
leaecgcm-1,11q13 Invasive Tumor Cells,9227.3564453125,1056.163330078125
acbphbml-1,Macrophages,874.111328125,2974.181396484375
bkbpbgpn-1,11q13 Invasive Tumor Cells,6798.943359375,4328.24462890625
gonljgmp-1,11q13 Invasive Tumor Cells,4956.462890625,4941.56689453125
ighnecbg-1,"CAFs, DCIS Associated",112.1566925048828,3692.932373046875
ikjfhfjf-1,11q13 Invasive Tumor Cells,5696.8330078125,2725.986328125
aekcphlc-1,11q13 Invasive Tumor Cells,4151.10595703125,4807.16455078125
ncifojch-1,11q13 Invasive Tumor Cells,7011.12744140625,2749.0869140625
gkbncppj-1,Luminal-like Amorphous DCIS Cells,2468.485107421875,3603.88525390625
mcpfgleo-1,"CAFs, DCIS Associated",8706.8310546875,5567.8564453125
gafmdklm-1,"CAFs, DCIS Associated",3817.350341796875,409.3015747070313
cffelool-1,Endothelial Cells,571.013916015625,2720.894775390625
eoagcjbi-1,11q13 Invasive Tumor Cells,5140.35546875,1508.0751953125
jafpddma-1,11q13 Invasive Tumor Cells,6574.93505859375,2628.509521484375
ejkgbeaa-1,Endothelial Cells,5750.298828125,1673.8126220703125
fjeanfec-1,Myoepithelial Cells,3222.021240234375,1381.572509765625
ejhfahpl-1,11q13 Invasive Tumor Cells,5520.13330078125,1763.03466796875
heicbpna-1,11q13 Invasive Tumor Cells,4256.10546875,4562.29931640625
hkfbchdh-1,B Cells,3496.7568359375,5599.14794921875
gmpeolaa-1,11q13 Invasive Tumor Cells,5658.02880859375,5401.3798828125
ebnefpfj-1,11q13 Invasive Tumor Cells,3678.66357421875,4013.7861328125
ndbaomjh-1,Basal-like Structured DCIS Cells,6899.0673828125,3955.186767578125
lbjgippb-1,11q13 Invasive Tumor Cells (Mitotic),9559.3095703125,704.3721313476562
amggbjeo-1,11q13 Invasive Tumor Cells,4915.8955078125,4390.44921875
bpmphkeh-1,11q13 Invasive Tumor Cells,9217.72265625,4462.955078125
odbbogfc-1,Luminal-like Amorphous DCIS Cells,1410.39111328125,3781.76123046875
npfcadbo-1,11q13 Invasive Tumor Cells,6190.4140625,4245.72021484375
odcomkgp-1,Myoepithelial Cells,2162.9140625,4830.6611328125
fhdkamep-1,Endothelial Cells,4913.32275390625,3950.905029296875
baogbbkg-1,CXCL14+ Fibroblasts,2484.479248046875,2149.683349609375
endoaclf-1,11q13 Invasive Tumor Cells,5668.83544921875,1415.1182861328125
ajfaefij-1,Basal-like Structured DCIS Cells,2012.8624267578125,4527.3857421875
iicapebm-1,11q13 Invasive Tumor Cells,5596.0126953125,2442.166015625
gkahlped-1,Luminal-like Amorphous DCIS Cells,2545.18603515625,3704.94873046875
jbhbbene-1,11q13 Invasive Tumor Cells,6983.35400390625,2285.656982421875
hpfchehk-1,Endothelial Cells,1394.21728515625,3962.31787109375
goopfcni-1,11q13 Invasive Tumor Cells,5146.880859375,5112.216796875
jonihkbl-1,11q13 Invasive Tumor Cells,8002.37939453125,855.4283447265625
mepflnme-1,Basal-like Structured DCIS Cells,8429.0859375,4183.5166015625
fbbphfdn-1,Endothelial Cells,4423.96337890625,2470.915771484375
ffepeama-1,11q13 Invasive Tumor Cells (G1/S),5056.13623046875,2606.852294921875
anfolabh-1,11q13 Invasive Tumor Cells,5147.80322265625,4410.85107421875
emghcafk-1,Myoepithelial Cells,5595.82470703125,1112.59765625
medmhdec-1,"CAFs, DCIS Associated",9182.609375,5016.76123046875
jfeplcgb-1,"CAFs, DCIS Associated",6573.4248046875,686.747314453125
hgeoeedk-1,"CAFs, DCIS Associated",3729.63427734375,5391.3984375
fojekkhe-1,CXCL14+ Fibroblasts,3827.129638671875,2222.380126953125
bljdlfmm-1,T Lymphocytes,9006.4130859375,2436.488037109375
fecbhgmi-1,11q13 Invasive Tumor Cells,5046.69140625,2406.093017578125
kbodjeic-1,11q13 Invasive Tumor Cells (G1/S),9779.6826171875,1578.3526611328125
kgfnadol-1,Endothelial Cells,9294.06640625,2378.817626953125
bgbeecmi-1,11q13 Invasive Tumor Cells,3278.443603515625,550.5122680664062
gkifgpje-1,11q13 Invasive Tumor Cells,4471.123046875,5320.01953125
fffbiofl-1,11q13 Invasive Tumor Cells,5048.42626953125,2585.0556640625
niiknccc-1,11q13 Invasive Tumor Cells,6933.77734375,4874.66015625
gjfkjhic-1,"CAFs, DCIS Associated",2642.04541015625,3462.689697265625
idgmnena-1,Endothelial Cells,588.566162109375,4394.5419921875
gggcnepe-1,11q13 Invasive Tumor Cells,2571.540283203125,4483.55126953125
hagpmfkj-1,11q13 Invasive Tumor Cells,4832.8515625,4519.06591796875
cgeolbaf-1,Luminal-like Amorphous DCIS Cells,312.5174560546875,2578.47314453125
cimpjbmm-1,Pericytes,2368.556640625,1590.811279296875
mnihnapk-1,11q13 Invasive Tumor Cells,5937.05419921875,5632.86181640625
dcbdhmac-1,"CAFs, DCIS Associated",1211.5164794921875,2062.66796875
lmhooopa-1,11q13 Invasive Tumor Cells,9877.4951171875,3289.060302734375
eoihgjif-1,11q13 Invasive Tumor Cells,4845.94873046875,1615.9722900390625
alahjeoh-1,Basal-like Structured DCIS Cells,6166.95703125,5702.17529296875
gmmbggpi-1,11q13 Invasive Tumor Cells,5497.283203125,5415.623046875
chnbennj-1,Luminal-like Amorphous DCIS Cells,777.7583618164062,2673.021484375
hnaonnjj-1,"CAFs, DCIS Associated",1972.3734130859373,3906.623291015625
ammbgjpd-1,11q13 Invasive Tumor Cells,4306.958984375,3481.4111328125
bgldekpf-1,11q13 Invasive Tumor Cells,5147.83447265625,1350.5098876953125
hooblikm-1,Myoepithelial Cells,2237.478515625,4857.517578125
naaalpoe-1,11q13 Invasive Tumor Cells,6137.36669921875,5254.2451171875
hbkmcmch-1,Myoepithelial Cells,3515.256591796875,5760.28271484375
npeefaip-1,"CAFs, DCIS Associated",6093.51611328125,4187.6533203125
dcoimicp-1,Luminal-like Amorphous DCIS Cells,1189.32666015625,1479.770263671875
jmagamlf-1,11q13 Invasive Tumor Cells,8242.8017578125,397.5007019042969
bkkedpfl-1,11q13 Invasive Tumor Cells,6598.53515625,3891.614013671875
epfjfnjc-1,11q13 Invasive Tumor Cells,4515.05615234375,2937.861083984375
apodppnb-1,11q13 Invasive Tumor Cells,3723.701416015625,4149.3505859375
nkpjinhm-1,11q13 Invasive Tumor Cells,6782.79833984375,3547.63134765625
hfmoblgd-1,11q13 Invasive Tumor Cells,3759.986083984375,5032.92822265625
ncmibeeb-1,Basal-like Structured DCIS Cells,7117.4140625,2715.113037109375
fnlmjjbi-1,Myoepithelial Cells,3924.54638671875,2117.44580078125
hkfjfegc-1,"CAFs, DCIS Associated",3487.386474609375,5833.6640625
kkagbcki-1,11q13 Invasive Tumor Cells,7493.50048828125,2730.98193359375
blelmffj-1,11q13 Invasive Tumor Cells,8779.7001953125,3382.65625
hmgjefmk-1,Luminal-like Amorphous DCIS Cells,1548.84375,3604.279296875
hhckphem-1,11q13 Invasive Tumor Cells,4529.0068359375,5103.33203125
lbniakfa-1,Macrophages,9265.4423828125,781.2993774414062
dlbpadnl-1,Endothelial Cells,4460.53466796875,4149.5166015625
kpmaiphp-1,Myoepithelial Cells,8607.958984375,1802.8912353515625
aajpkhpk-1,Myoepithelial Cells,177.37925720214844,5433.8515625
ifkecake-1,Pericytes,675.8692016601562,3381.195068359375
cbinkfpd-1,11q13 Invasive Tumor Cells,7594.09130859375,1994.555908203125
ambdphdn-1,11q13 Invasive Tumor Cells,4649.1435546875,4970.9814453125
djagfhhp-1,Luminal-like Amorphous DCIS Cells,3429.606689453125,2391.8369140625
lahjlfec-1,"CAFs, DCIS Associated",9260.6708984375,581.448486328125
apamjnbf-1,Myoepithelial Cells,3193.82177734375,3425.27490234375
ioncigfm-1,Basal-like Structured DCIS Cells,5948.33056640625,1893.40771484375
cfcjknpb-1,Luminal-like Amorphous DCIS Cells,287.9516906738281,2890.97900390625
lefhlakm-1,11q13 Invasive Tumor Cells,9006.6611328125,1532.13916015625
moobmlge-1,"CAFs, DCIS Associated",6883.2783203125,5819.3271484375
mjelpief-1,Basal-like Structured DCIS Cells,7120.78759765625,4985.193359375
fklbcbkj-1,"CAFs, DCIS Associated",4070.60205078125,693.0138549804688
abgnefbe-1,Luminal-like Amorphous DCIS Cells,1187.0389404296875,3413.910400390625
efdpldcg-1,11q13 Invasive Tumor Cells,3823.68603515625,4243.00341796875
fbdncbec-1,"CAFs, DCIS Associated",4508.46630859375,2745.332275390625
cgepgejb-1,Luminal-like Amorphous DCIS Cells,356.9663391113281,2596.981689453125
ahnoaecj-1,Myoepithelial Cells,2233.80078125,5259.220703125
feabhbhc-1,Basal-like Structured DCIS Cells,4946.39892578125,2297.755859375
ifnajonm-1,Pericytes,755.1895141601562,3478.493408203125
eglnmkpd-1,11q13 Invasive Tumor Cells,3605.3583984375,4188.1513671875
goeabgdg-1,11q13 Invasive Tumor Cells,5013.59375,5155.59765625
bnhgdpfj-1,Dendritic Cells,9633.4921875,673.144287109375
jlfilkjd-1,11q13 Invasive Tumor Cells,8117.30615234375,667.4252319335938
jlnabcjg-1,Basal-like Structured DCIS Cells,8957.814453125,338.8139953613281
agpogjnf-1,Basal-like Structured DCIS Cells,3219.665283203125,5701.5908203125
ainmjgee-1,Basal-like Structured DCIS Cells,1943.0443115234373,4391.8125
gjejhdcg-1,B Cells,2600.939453125,3514.520751953125
gnjpflbd-1,11q13 Invasive Tumor Cells,5587.02978515625,5579.06640625
gachhkni-1,11q13 Invasive Tumor Cells,3151.96240234375,230.51356506347656
hcbkgifm-1,"CAFs, DCIS Associated",3413.879638671875,4614.3955078125
lcokcepa-1,"CAFs, Invasive Associated",8830.3349609375,278.4469299316406
jaakjhfa-1,11q13 Invasive Tumor Cells,6859.2421875,2348.886962890625
jejjgdnn-1,11q13 Invasive Tumor Cells,7539.3740234375,1917.8065185546875
ohekhnfg-1,11q13 Invasive Tumor Cells,7314.18603515625,4258.33740234375
ndpecocn-1,Macrophages,7018.54638671875,3462.533935546875
eeeccehk-1,11q13 Invasive Tumor Cells,3882.484130859375,3641.63427734375
hbgephhn-1,"CAFs, DCIS Associated",3458.097412109375,5041.98291015625
deoihdpn-1,"CAFs, DCIS Associated",1416.7669677734375,1300.9661865234375
ifgkpjkn-1,"CAFs, DCIS Associated",738.842041015625,3107.834228515625
jkognhnc-1,11q13 Invasive Tumor Cells,5843.189453125,1017.45849609375
klegekjl-1,11q13 Invasive Tumor Cells,8294.7021484375,2536.407470703125
dhplcago-1,Pericytes,3851.814453125,2607.916748046875
ebgjkpki-1,Basal-like Structured DCIS Cells,3288.157958984375,3752.64306640625
hfceoiac-1,11q13 Invasive Tumor Cells,4002.61865234375,5001.57421875
fdihhgcd-1,11q13 Invasive Tumor Cells,4585.68505859375,4128.68408203125
lmhcekin-1,11q13 Invasive Tumor Cells,9593.9453125,3518.642333984375
fhjondgp-1,Dendritic Cells,5173.40673828125,3953.626708984375
epdpegak-1,11q13 Invasive Tumor Cells (G1/S),4885.3466796875,1340.875244140625
ldhglnln-1,"CAFs, DCIS Associated",8862.9052734375,535.8330688476562
jcboablh-1,"CAFs, DCIS Associated",6456.796875,1931.5494384765625
kbpdmpli-1,11q13 Invasive Tumor Cells (Mitotic),9864.6376953125,1444.868896484375
npffbfoc-1,Macrophages,6163.34033203125,4197.06298828125
helmgcjn-1,11q13 Invasive Tumor Cells,3935.748046875,4837.07666015625
glecfano-1,"CAFs, DCIS Associated",4887.38623046875,5441.7763671875
coblflnh-1,Luminal-like Amorphous DCIS Cells,775.7055053710938,2311.6005859375
jabgmmbi-1,"CAFs, DCIS Associated",6897.44482421875,2805.653076171875
lffcjpei-1,11q13 Invasive Tumor Cells,7696.6337890625,2923.654296875
jikhlaha-1,"CAFs, Invasive Associated",6345.296875,929.4805908203124
emjhgopk-1,11q13 Invasive Tumor Cells,5544.861328125,965.58056640625
lapcfdji-1,11q13 Invasive Tumor Cells,9853.59375,581.8515625
fahpmhbb-1,11q13 Invasive Tumor Cells,4896.91796875,2308.90234375
igkkaioa-1,Pericytes,193.2259521484375,3217.985107421875
nnpbodlb-1,"CAFs, Invasive Associated",5998.95703125,4493.8818359375
gflijmoo-1,CXCL14+ Fibroblasts,3098.349853515625,4619.0263671875
gfeakebe-1,"CAFs, DCIS Associated",3518.81591796875,4848.45068359375
aaggjgjj-1,"CAFs, DCIS Associated",511.3088073730469,4110.84130859375
bmjjpllf-1,T Lymphocytes,8888.658203125,2916.372802734375
aclelmch-1,Basal-like Structured DCIS Cells,290.4956359863281,2259.220947265625
kaijoefo-1,11q13 Invasive Tumor Cells,7581.2548828125,335.33160400390625
bcmgjmfd-1,11q13 Invasive Tumor Cells,4501.0478515625,2942.787109375
dpcaipjj-1,11q13 Invasive Tumor Cells,4011.1064453125,4181.251953125
jhofnipb-1,11q13 Invasive Tumor Cells,6235.103515625,887.8533935546875
kenlhmdi-1,"CAFs, Invasive Associated",9561.23046875,2803.091552734375
adcgnfdc-1,Endothelial Cells,1346.304443359375,2420.8720703125
ajnlgmam-1,11q13 Invasive Tumor Cells,5259.4619140625,4969.67236328125
mpfabdcg-1,"CAFs, Invasive Associated",7052.69873046875,5223.7666015625
anppdfce-1,11q13 Invasive Tumor Cells,4264.79443359375,3979.41552734375
hflmjcdo-1,11q13 Invasive Tumor Cells,3881.655029296875,5104.29443359375
loegeomn-1,"CAFs, Invasive Associated",9349.2119140625,3585.23388671875
blfnjkbm-1,T Lymphocytes,8741.998046875,2953.6435546875
megmgnmn-1,"CAFs, DCIS Associated",8926.904296875,5153.59033203125
cppcplkl-1,Luminal-like Amorphous DCIS Cells,968.7084350585938,1971.794677734375
kdcbcjoh-1,Endothelial Cells,9006.04296875,2479.09375
ofgencjk-1,11q13 Invasive Tumor Cells,9753.990234375,2732.51123046875
mbfkpaap-1,Myoepithelial Cells,9627.419921875,5455.73779296875
labddend-1,T Lymphocytes,8445.4921875,2104.15087890625
jfhpldmc-1,"CAFs, DCIS Associated",7175.64697265625,506.8752746582031
flgeijca-1,"CAFs, DCIS Associated",3973.735595703125,374.270263671875
ngdcngjl-1,11q13 Invasive Tumor Cells,7482.4609375,4211.37841796875
comckkfg-1,Luminal-like Amorphous DCIS Cells,601.2994995117188,2520.384521484375
bmflgbla-1,CXCL14+ Fibroblasts,8905.83203125,2550.5361328125
epohnohc-1,11q13 Invasive Tumor Cells,4449.80419921875,3263.833251953125
fefjhfin-1,11q13 Invasive Tumor Cells,5273.462890625,2625.09912109375
ddkabebp-1,Endothelial Cells,1638.512939453125,1331.0908203125
npedibdp-1,"CAFs, DCIS Associated",5963.22900390625,4202.00390625
npamoemh-1,Basal-like Structured DCIS Cells,6620.349609375,3745.7109375
ipmfdcmc-1,11q13 Invasive Tumor Cells,6829.08447265625,2714.62109375
djbndnmf-1,Myoepithelial Cells,3405.232666015625,2441.8896484375
ingllekc-1,11q13 Invasive Tumor Cells,6252.74267578125,2433.207763671875
admdclpo-1,"CAFs, DCIS Associated",1040.9564208984375,1549.0673828125
oflpdbgj-1,11q13 Invasive Tumor Cells,8273.392578125,1734.9000244140625
fifedoep-1,"CAFs, DCIS Associated",2910.275390625,1232.3419189453125
dknffpcb-1,11q13 Invasive Tumor Cells,4058.843994140625,3437.35498046875
lecimhbc-1,11q13 Invasive Tumor Cells,9042.755859375,1465.011474609375
difeoief-1,Luminal-like Amorphous DCIS Cells,3619.86962890625,2563.689697265625
ikacaged-1,11q13 Invasive Tumor Cells,5641.7099609375,2613.228515625
