example_gene,point_type,celltype,target_celltype,x,y,center_x,center_y
CCND1,uRNA,,11q13 Invasive Tumor Cells,9129.703125,3046.34375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9253.34375,2868.25,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9187.03125,3122.296875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9651.515625,2383.171875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9763.578125,2399.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9119.078125,2997.84375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9089.984375,3082.984375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9074.25,2865.65625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9639.546875,2464.609375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9841.484375,3026.671875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9513.0,3002.890625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9309.734375,2482.671875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9538.28125,2528.578125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9187.359375,2494.75,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9613.75,2844.46875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9756.953125,2446.5625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9448.484375,2362.4375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9206.15625,2904.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9027.859375,2890.015625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9206.390625,3086.40625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9032.609375,2872.90625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9087.953125,2967.109375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9567.671875,2378.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9777.71875,2434.453125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9272.65625,2999.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9801.328125,3030.484375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9238.1875,2939.4375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9285.0625,3072.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9745.390625,2834.453125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9450.625,2323.046875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9276.875,3014.53125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9397.28125,2475.515625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9344.609375,2290.234375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9648.0625,2436.609375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9222.203125,2934.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9632.5,2371.671875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9770.28125,2405.734375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9056.65625,2998.03125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9187.375,2993.125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9592.46875,2865.3125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9720.53125,2323.6875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9616.796875,2959.15625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9354.75,2470.03125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9119.359375,3029.515625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9159.109375,3050.421875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9299.125,3058.890625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9129.03125,3111.359375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9577.75,2382.09375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9183.640625,3028.21875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9095.46875,2856.125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9036.1875,2875.25,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9454.109375,2330.390625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9208.09375,3015.125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9486.671875,2422.3125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9816.171875,3061.953125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9129.984375,3097.796875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9161.375,2874.265625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9645.140625,2947.1875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9108.90625,3089.328125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9228.71875,2896.75,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9122.015625,2903.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9445.21875,2340.484375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9154.265625,2860.484375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9515.0625,2341.46875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9044.640625,2899.375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9138.71875,2865.671875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9147.671875,3067.9375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9119.8125,2886.734375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9130.03125,3007.59375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9626.25,2709.21875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9594.875,2390.03125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9176.21875,2887.09375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9816.546875,3079.734375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9304.0625,3033.578125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9741.328125,2286.28125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9729.9375,2511.640625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9786.359375,3072.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9030.875,2897.796875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9149.671875,3104.625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9592.59375,2865.46875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9059.25,2864.734375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9775.6875,2406.796875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9116.640625,2934.0625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9199.171875,2983.625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9116.015625,3089.4375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9699.4375,2889.90625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9132.6875,2887.25,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9256.859375,3029.203125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9765.734375,2411.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9689.0625,2479.515625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9192.671875,3105.21875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9083.5,2835.09375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9169.25,3119.171875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9704.421875,2636.40625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9044.234375,2864.625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9309.21875,3099.59375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9491.609375,3050.078125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9404.28125,2367.203125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9437.625,2357.875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9023.890625,2880.5625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9213.46875,3033.90625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9265.375,3004.84375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9130.03125,2898.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9724.4375,2987.703125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9026.625,2987.4375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9196.34375,2927.953125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9781.953125,2761.0,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9171.515625,2890.453125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9496.875,2461.4375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9503.484375,2291.96875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9100.9375,2850.15625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9683.703125,2851.328125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9326.71875,2288.0625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9597.4375,2901.03125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9053.46875,2875.65625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9550.6875,2521.03125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9461.265625,2621.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9566.609375,2551.703125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9157.140625,2871.546875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9316.5625,3125.203125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9248.1875,3105.5,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9827.140625,2344.015625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9149.921875,2989.84375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9397.875,2295.890625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9538.890625,2898.5625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9489.71875,3125.859375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9668.625,2716.703125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9768.546875,2981.6875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9203.515625,3088.21875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9101.3125,2891.796875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9782.171875,3099.640625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9294.609375,3008.390625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9603.859375,3084.546875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9155.09375,2858.9375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9126.09375,3032.96875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9231.015625,2918.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9042.609375,2892.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9668.578125,2473.40625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9669.90625,2457.609375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9772.265625,2948.859375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9789.75,3087.171875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9691.1875,2863.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9674.34375,2946.859375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9152.921875,3037.1875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9028.515625,2877.828125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9691.734375,2834.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9494.390625,2448.96875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9148.84375,2920.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9693.546875,2783.375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9343.671875,2286.1875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9493.625,2294.078125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9220.71875,2870.9375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9778.953125,2838.15625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9788.328125,3089.296875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9364.140625,2286.421875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9729.234375,2878.078125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9134.21875,2860.390625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9534.609375,2932.0625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9761.109375,2413.9375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9336.5,2537.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9448.265625,2362.28125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9173.703125,3095.171875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9378.53125,2474.328125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9593.21875,2448.125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9338.765625,3055.453125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9665.65625,2708.5625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9507.109375,2429.78125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9613.484375,2966.59375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9237.6875,3019.1875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9767.734375,2400.65625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9515.1875,3018.9375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9231.546875,2868.296875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9185.703125,3029.6875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9116.328125,2880.953125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9086.625,2924.5,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9351.609375,2299.59375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9137.671875,2926.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9544.53125,2938.421875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9200.265625,2989.09375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9138.640625,3077.484375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9452.859375,3119.0,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9130.1875,2847.546875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9795.84375,3082.828125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9731.796875,2512.078125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9346.015625,3052.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9213.890625,2971.15625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9458.171875,2634.734375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9591.78125,2564.34375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9717.125,2987.3125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9082.875,2969.6875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9515.203125,2992.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9186.0625,3032.28125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9761.046875,2855.84375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9298.890625,3014.515625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9345.828125,3052.1875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9038.78125,2872.375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9776.34375,2363.671875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9162.625,2909.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9234.09375,3006.453125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9534.5625,2544.46875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9717.34375,2552.828125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9565.890625,2761.96875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9075.4375,2926.625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9217.203125,2978.65625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9628.109375,2291.078125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9477.609375,2562.546875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9207.09375,3079.484375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9189.1875,3106.859375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9499.046875,3020.234375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9218.953125,2947.328125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9032.890625,2874.65625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9540.078125,2363.515625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9109.75,3031.21875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9164.421875,2911.0625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9743.671875,2285.890625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9078.671875,2968.421875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9138.25,2901.3125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9666.484375,2861.40625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9764.125,2405.703125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9462.984375,2334.59375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9761.078125,2874.984375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9049.390625,2865.25,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9199.40625,2928.5625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9025.53125,2946.078125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9684.75,2462.046875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9084.859375,2966.421875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9093.71875,2642.59375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9452.890625,2330.265625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9386.390625,2289.90625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9684.59375,2467.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9515.671875,3023.234375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9306.265625,3104.671875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9690.5625,2684.65625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9301.75,3009.140625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9743.59375,2866.484375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9691.59375,2359.046875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9710.1875,2638.46875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9554.890625,2344.09375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9186.734375,2906.5,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9565.859375,2767.0625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9117.203125,2920.09375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9624.328125,2574.8125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9083.390625,2921.75,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9119.015625,2920.0625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9781.421875,3032.78125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9719.625,2554.390625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9169.40625,3119.109375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9127.96875,2898.390625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9229.125,2936.421875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9779.234375,2839.3125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9762.140625,2751.6875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9487.671875,3123.46875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9031.15625,2873.875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9817.171875,2815.265625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9266.15625,3119.25,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9650.28125,2391.1875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9371.859375,2326.796875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9432.25,2296.03125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9147.859375,2986.15625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9297.3125,2997.21875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9849.59375,2914.515625,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9550.515625,2317.875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9459.953125,2637.84375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9244.1875,2941.359375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9159.125,3051.375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9181.484375,2983.6875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9485.015625,2348.671875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9361.859375,3091.375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9240.265625,2949.0,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9296.90625,3011.984375,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9119.21875,2908.71875,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9168.84375,2845.578125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9028.265625,2875.953125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9373.03125,2459.53125,9430.09375,2704.296875
CCND1,uRNA,,11q13 Invasive Tumor Cells,9459.53125,2286.390625,9430.09375,2704.296875
