gene,marker_group,unassigned_count,assigned_count,unassigned_fraction,urna_best_cluster,urna_best_sss,urna_best_module,full_best_cluster,full_best_sss,best_cluster_match,sss_spearman_vs_full,urna_module_mean_Tumor,urna_module_mean_Vascular/Stromal,urna_module_mean_Immune,urna_module_mean_Rare epithelial
THBS1,,67350,221858,0.2328773754529612,CXCL14+ Fibroblasts,0.10062745001603701,Vascular/Stromal,Macrophages,0.1127542850506083,False,0.6872065242985193,0.49094162145743614,0.2095521854240497,0.3386554234834451,0.8303138738191453
DDB1,,67331,275542,0.1963730010820333,Basal-like Structured DCIS Cells,0.10217493367868419,Tumor,Basal-like Structured DCIS Cells,0.1239061785402582,True,1.0,0.2719074348046608,0.49029092014637854,0.3514454056867308,0.7007249778928948
ANKRD40,,67199,242537,0.2169557300410672,Basal-like Structured DCIS Cells,0.10244169026669207,Tumor,Basal-like Structured DCIS Cells,0.117122488448491,True,1.0,0.2760264552287991,0.4886704689632319,0.35047565807002534,0.700813896755564
ITGB1,,66990,181914,0.2691399093626458,Macrophages,0.12093666029661836,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1047708019341189,False,0.22606269092359826,0.48786435964074454,0.23263706993337782,0.3349423459215243,0.8292881198802481
TOMM7,,66693,167707,0.2845264505119454,Macrophages,0.11713602584942767,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0928892004027656,False,0.22606269092359826,0.48710496506546375,0.2351280399107047,0.33435671706876835,0.8290349883551545
HNRNPU,,66603,266449,0.1999777812473727,Basal-like Structured DCIS Cells,0.12476184813614231,Immune,Basal-like Structured DCIS Cells,0.0922604892676435,True,0.6490406876192876,0.3864891885372123,0.40281784724089614,0.26931288795808517,0.5821552248731495
LEMD3,,66577,357277,0.1570753136693295,CXCL14+ Fibroblasts,0.12436230980150827,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1298520568732645,False,0.22606269092359826,0.49687324512782916,0.22227837872299266,0.3438780987560629,0.8322910817092763
SND1,,66516,273989,0.195345149116753,Macrophages,0.14361437461946994,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1000831246735507,False,-0.2817354334769128,0.4865514621982533,0.24227648998902498,0.3388391113879728,0.8288504873994178
CAPNS1,,66307,202767,0.2464266335654875,Macrophages,0.14513696079635077,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1016805382225165,False,-0.2817354334769128,0.4860909555186103,0.24375998278110048,0.3390583453426826,0.8286969851728702
NQO1,,66291,250642,0.2091640819984034,Basal-like Structured DCIS Cells,0.09851339478154021,Tumor,Basal-like Structured DCIS Cells,0.1279382809666332,True,1.0,0.26980035428691257,0.4917951338109215,0.355171479015878,0.6995044649271801
CNIH1,,66184,188690,0.2596734072522109,Macrophages,0.1315360867598735,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0973235806008809,False,-0.2817354334769128,0.4875718811465344,0.2365828995689791,0.3367890445382586,0.8291906270488448
AFF3,,66062,358319,0.1556667240050803,Basal-like Structured DCIS Cells,0.1486303035945652,Immune,Basal-like Structured DCIS Cells,0.1000547186407396,True,0.6490406876192876,0.3900411022355997,0.40223505085073297,0.277797280858953,0.5897237906171836
RNF187,,65632,203542,0.243827412751603,Basal-like Structured DCIS Cells,0.12656686999585445,Immune,Basal-like Structured DCIS Cells,0.0920056952456252,True,0.6490406876192876,0.3873100602437821,0.4027208588955162,0.27163463386681946,0.5826530606602661
TXN,,65455,217473,0.2313486116609172,Basal-like Structured DCIS Cells,0.11286945304399741,Immune,Basal-like Structured DCIS Cells,0.0951154598961765,True,0.6490406876192876,0.3850588459151558,0.4051906885939477,0.27171571964147373,0.5783429720766131
TSPAN13,,65359,311586,0.173391343564711,Basal-like Structured DCIS Cells,0.10716150801710658,Tumor,Basal-like Structured DCIS Cells,0.138113786777954,True,1.0,0.2692041244126691,0.4920058845526711,0.35540208822389047,0.7023871693390356
RNF11,,65248,157408,0.2930439781546421,CXCL14+ Fibroblasts,0.09979108972352117,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1494300802293817,False,0.22606269092359826,0.4966426250942063,0.20702692360377095,0.34230362383417695,0.8322142083647354
HID1,,64808,376209,0.1469512513123076,Basal-like Structured DCIS Cells,0.1519177567031399,Immune,Basal-like Structured DCIS Cells,0.1028089226265012,True,0.6490406876192876,0.39037325337800644,0.4018299009507006,0.27801985056296197,0.5907894961239019
MAP4,,64771,163218,0.2840970397694625,CXCL14+ Fibroblasts,0.10844705978873286,Vascular/Stromal,Basal-like Structured DCIS Cells,0.128030604438187,False,0.22606269092359826,0.48936286635238935,0.21454000246497182,0.33831377906966037,0.829787622117463
MSI2,,64650,478141,0.1191066174641805,Basal-like Structured DCIS Cells,0.10466695799092592,Tumor,Basal-like Structured DCIS Cells,0.1084961642191233,True,1.0,0.27977532929747306,0.48773019855130073,0.3518943678215337,0.7015556526636421
TAGLN,,64635,106820,0.3769793823452217,Endothelial Cells,0.04128717862987255,Vascular/Stromal,Endothelial Cells,0.0508565842646357,True,1.0,0.4952517071838258,0.18443753760057166,0.33946340633032196,0.8317505690612753
LAMB1,,64530,145528,0.3072008683316036,CXCL14+ Fibroblasts,0.09139871164257399,Vascular/Stromal,CXCL14+ Fibroblasts,0.1162213235348617,True,0.8242828620532252,0.5090791522639038,0.19655282104860494,0.3470141992023944,0.8363597174213012
CDV3,,64395,167405,0.2778041415012942,Macrophages,0.1153233169853714,Immune,Basal-like Structured DCIS Cells,0.0999777898600252,False,0.15835612442790561,0.3887166176571244,0.34410771184750255,0.2676530522534,0.6262377841860461
EZR,,64208,210016,0.2341443491452243,CXCL14+ Fibroblasts,0.12309023410649261,Vascular/Stromal,CXCL14+ Fibroblasts,0.1720440281179956,True,0.9923412618216999,0.5013062006649798,0.2200135685836988,0.3458990495997942,0.8337687335549933
EPCAM,,64014,277965,0.1871869325309448,Basal-like Structured DCIS Cells,0.10229180452340439,Tumor,Basal-like Structured DCIS Cells,0.1223732698946986,True,1.0,0.2761642468295027,0.48947332647406194,0.353922230565562,0.7007639348411349
POSTN,,63687,114528,0.357360491541116,"CAFs, Invasive Associated",0.09027865013093397,Tumor,Dendritic Cells,0.0784791880715118,False,0.8653760231111451,0.1264892252813349,0.5037843514993585,0.39827359577123156,0.752530862711243
MCCC2,,63616,294621,0.1775807635727186,Basal-like Structured DCIS Cells,0.15261495473309353,Immune,Basal-like Structured DCIS Cells,0.0996628457464602,True,0.6490406876192876,0.3908153336323548,0.4011973448815134,0.2776389448824453,0.5909653384729995
GRN,,63528,189566,0.2510055552482477,Basal-like Structured DCIS Cells,0.10241271388962175,Tumor,Basal-like Structured DCIS Cells,0.0970630793212703,True,1.0,0.2768902131272065,0.48750161116227336,0.3436487132195597,0.7008042379632072
H2AZ2,,63134,225321,0.2188694943752058,Macrophages,0.13608205968150738,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0969408586705053,False,-0.2817354334769128,0.48472232940463805,0.2454045384167339,0.33757718269613807,0.8282407764682126
CTNND1,,63010,407080,0.1340381629049756,Basal-like Structured DCIS Cells,0.12568431762022975,Immune,Basal-like Structured DCIS Cells,0.0900696639828396,True,0.6490406876192876,0.3870403101895638,0.4028608907935764,0.2714135653819398,0.5823967126113333
LSP1,,62961,72935,0.463302819803379,Pericytes,0.06076449119723246,Vascular/Stromal,CXCL14+ Fibroblasts,0.0591859827043892,False,0.9966683661061678,0.5059210519853015,0.18419734938496654,0.3446058408471097,0.8353070173284337
BRD2,,62946,206122,0.2339408625328913,CXCL14+ Fibroblasts,0.10071303554079505,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1247190384014954,False,0.22606269092359826,0.49450145087920444,0.20813433198780357,0.34100968657817665,0.8315004836264014
GEM,,62743,89392,0.4124166036743681,Pericytes,0.0590988089575617,Vascular/Stromal,Pericytes,0.0529153287982334,True,0.9980970504281638,0.5052743624157979,0.18629345584310922,0.34459736237014843,0.8350914541385993
FUS,,62193,297517,0.1728976119651941,CXCL14+ Fibroblasts,0.11813181708590524,Vascular/Stromal,Basal-like Structured DCIS Cells,0.094140305666346,False,0.22606269092359826,0.4897919195014765,0.22029180781167906,0.33924959958865486,0.8299306398338255
CALD1,,61803,77935,0.4422776911076443,Endothelial Cells,0.05276348884937301,Vascular/Stromal,CXCL14+ Fibroblasts,0.0991152757752058,False,0.998570406702931,0.4914509474457043,0.19276099172816044,0.3376664177548326,0.8304836491485682
MSMB,,61245,251369,0.1959125311086515,11q13 Invasive Tumor Cells,0.1487971947116387,Tumor,11q13 Invasive Tumor Cells,0.0603618820341727,True,0.9970104566885288,0.1487971947116387,0.5023680103310068,0.40029229678276057,0.7547304484616997
DDX5,,60628,292331,0.1717706589150581,Macrophages,0.1415335389145705,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0995634043412514,False,-0.282546184601846,0.4839657409709695,0.25469432189206176,0.3376395806858792,0.8279885803236565
S100A13,,60445,117051,0.3405428854734754,CXCL14+ Fibroblasts,0.1271860804402304,Vascular/Stromal,CXCL14+ Fibroblasts,0.1079037259894923,True,0.9999999999999999,0.5113675884257687,0.21845468768611848,0.3502734632145626,0.8371225294752561
RAB18,,59876,209116,0.2225939804901261,CXCL14+ Fibroblasts,0.16335849268756455,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1020101478844824,False,-0.282546184601846,0.4866202206415929,0.2494708570523177,0.3422166700314494,0.8288734068805309
SERPINA1,,59337,240546,0.1978671681955962,Basal-like Structured DCIS Cells,0.10467365161890627,Tumor,Basal-like Structured DCIS Cells,0.1412989599009166,True,1.0,0.2609419409801631,0.4950260997823106,0.3560268123666817,0.7015578838729688
CTNNA1,,59280,189156,0.2386127614355407,CXCL14+ Fibroblasts,0.1135111578995332,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1197088805050995,False,0.22606269092359826,0.491597022375373,0.2169953043391406,0.3400981245959538,0.8305323407917911
SCOC,,59186,192432,0.2352216455102576,Basal-like Structured DCIS Cells,0.11378091343477452,Immune,Basal-like Structured DCIS Cells,0.0901330565003419,True,0.6490406876192876,0.3856264657123978,0.4043092586020995,0.27101102883495115,0.5786136231186834
TPD52,,58969,248614,0.1917173575912843,Basal-like Structured DCIS Cells,0.10439651906775615,Immune,Basal-like Structured DCIS Cells,0.0972461103111626,True,0.6490406876192876,0.38379067807835415,0.4076034035006004,0.27496943458063566,0.5757435896210845
SRP68,,58968,235576,0.2002009886468575,Basal-like Structured DCIS Cells,0.1250559011864494,Immune,Basal-like Structured DCIS Cells,0.0973787341459674,True,0.6490406876192876,0.3867174651914112,0.4036973287996359,0.27279736614679173,0.5822200536347826
CCNG2,,58599,230835,0.2024606646074752,CXCL14+ Fibroblasts,0.15799292013413044,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0981981046827018,False,-0.282546184601846,0.48825210181582984,0.24556055231911134,0.3415792785307457,0.8294173672719433
ACADSB,,58502,223388,0.207534854021072,Basal-like Structured DCIS Cells,0.10135846403847826,Tumor,Basal-like Structured DCIS Cells,0.1194214654513547,True,1.0,0.26919977294613057,0.49186771187686584,0.35446721355860183,0.7004528213461594
TIMP3,,58338,202727,0.2234615900254725,CXCL14+ Fibroblasts,0.1147272140942656,Vascular/Stromal,CXCL14+ Fibroblasts,0.1291656241518973,True,0.9999999999999999,0.5052673294662744,0.2136719483226932,0.3472996204027843,0.8350891098220915
COPRS,,58303,184545,0.2400802147845566,Basal-like Structured DCIS Cells,0.11328251434333036,Immune,Basal-like Structured DCIS Cells,0.1007916386412147,True,0.6490406876192876,0.38441374922952115,0.40510053218289005,0.2697872553250553,0.5785861350156436
LRP1,,58161,111014,0.3437919314319491,Pericytes,0.05609883689035187,Vascular/Stromal,CXCL14+ Fibroblasts,0.0917619540881611,False,0.9961886552076206,0.5061816047735201,0.18407938488891357,0.3449207448468505,0.83539386825784
SOX4,,58000,200576,0.2243054266443908,Basal-like Structured DCIS Cells,0.13439017277688525,Immune,Basal-like Structured DCIS Cells,0.0905894831173889,True,0.6490406876192876,0.3892398060681426,0.40106218515013004,0.27185435830626625,0.5850569026462239
CA12,,57855,336008,0.1468911778968829,Basal-like Structured DCIS Cells,0.1253508060876658,Tumor,11q13 Invasive Tumor Cells,0.0803264141613873,False,0.8666666666666667,0.2597252080054007,0.4957666343554733,0.3594404394246218,0.7084502686958887
NRIP1,,57664,197074,0.2263659132127911,CXCL14+ Fibroblasts,0.1454974768697992,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1040435741693176,False,0.22606269092359826,0.4889780992243615,0.23767047410275138,0.3409564851423514,0.8296593664081205
CXXC5,,57644,206900,0.217899479859683,Basal-like Structured DCIS Cells,0.1498567403921474,Immune,Basal-like Structured DCIS Cells,0.0966695155911798,True,0.6490406876192876,0.39061437413201033,0.4006139162556378,0.2754267088438591,0.5900372379388916
NAPA,,57385,207247,0.2168483025484446,Macrophages,0.13533797618111476,Immune,Basal-like Structured DCIS Cells,0.0946031741030396,False,0.15835612442790561,0.3887123772339536,0.3460738485296713,0.27149462937503266,0.6265466841853119
ABHD2,,57374,328988,0.1484980406975841,Basal-like Structured DCIS Cells,0.10726109849241293,Tumor,Basal-like Structured DCIS Cells,0.1189862107760054,True,1.0,0.2794298602469507,0.4888413368386518,0.35607749052921195,0.7024203661641376
PUM2,,57346,219384,0.2072272612293571,Macrophages,0.1281097761638513,Immune,Basal-like Structured DCIS Cells,0.0928526036787966,False,0.1579260028790722,0.38934418617250605,0.33792679780828133,0.2705825760705286,0.6264607200181797
ROCK1,,57092,180808,0.2399831862126944,Basal-like Structured DCIS Cells,0.11980411304515093,Immune,Basal-like Structured DCIS Cells,0.0929724849698472,True,0.6490406876192876,0.3854939447698189,0.40316905875038717,0.2662895631053096,0.580640673563718
STT3B,,57091,160072,0.2628946920055442,CXCL14+ Fibroblasts,0.08298645035215728,Vascular/Stromal,Macrophages,0.1470373191389601,False,0.988538681948424,0.49683742476306536,0.19649596840396014,0.3412125770303069,0.8322791415876885
SERINC1,,57060,148501,0.277581837021614,CXCL14+ Fibroblasts,0.0639160113274633,Vascular/Stromal,CXCL14+ Fibroblasts,0.1477499617465009,True,0.9966629178649119,0.5007533380453523,0.18813291205649268,0.3427453876847354,0.8335844460151174
EEIG1,,57059,273907,0.1724013947051963,Basal-like Structured DCIS Cells,0.10491852038096021,Tumor,Basal-like Structured DCIS Cells,0.1299371719705716,True,1.0,0.27014775766536603,0.4915552518434884,0.3545351949834538,0.7016395067936534
ADAR,,56973,203578,0.2186635246074665,Basal-like Structured DCIS Cells,0.12196696466419639,Immune,Basal-like Structured DCIS Cells,0.0954397748950705,True,0.6490406876192876,0.38588398580427785,0.40327110510836855,0.268371062976502,0.5812802915245339
CYB561,,56903,268712,0.1747554627397386,CXCL14+ Fibroblasts,0.14468923878193463,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1111683414057807,False,0.22606269092359826,0.49220832121150343,0.23653883287600933,0.3428521683418127,0.8307361070705012
PPM1A,,56901,186617,0.233662398672788,Macrophages,0.14265171422162104,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0951133915848665,False,-0.2817354334769128,0.4862255606827062,0.24247228814013572,0.3385508885315317,0.828741853560902
PERP,,56868,232587,0.1964657718816396,CXCL14+ Fibroblasts,0.16194366843281494,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0966531339196573,False,-0.282546184601846,0.48765274756816646,0.24832647340317573,0.34222583167103865,0.829217582522722
CD24,,56851,164781,0.256510792665319,CXCL14+ Fibroblasts,0.19200670830356373,Vascular/Stromal,CXCL14+ Fibroblasts,0.1448029966119249,True,0.9923297045830576,0.5107950779339332,0.258565588269797,0.3548528872090252,0.8369316926446443
SAT1,,56746,177071,0.2426940727149865,CXCL14+ Fibroblasts,0.11958884332276007,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1396087508616671,False,0.22606269092359826,0.4914517917799256,0.22081874971101775,0.34039327021124904,0.8304839305933086
GPBP1,,56610,185835,0.2334962568830044,CXCL14+ Fibroblasts,0.10937531106434299,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1203949893834077,False,0.22606269092359826,0.4913595455534934,0.21446698906153286,0.3396245441642885,0.8304531818511646
DYNLT3,,56075,176526,0.2410780693118258,CXCL14+ Fibroblasts,0.12871395595380364,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1321993748623227,False,0.22606269092359826,0.49233684195332794,0.2264075374459944,0.34177716000764663,0.8307789473177759
IRX3,,55779,235996,0.1911712792391397,CXCL14+ Fibroblasts,0.1227800944028372,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1450824245689018,False,0.22606269092359826,0.5000574983919054,0.22005643619365306,0.3451975243116175,0.8333524994639685
AKT1,,55667,238030,0.1895388785040364,Macrophages,0.14620023507347232,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0933786155291556,False,-0.282546184601846,0.48423994160991174,0.2546191542227022,0.3384235060526142,0.8280799805366373
NFIC,,55534,141056,0.2824863930006612,CXCL14+ Fibroblasts,0.0889631859248465,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1267899470597694,False,0.22606269092359826,0.49557944811524857,0.20064596301129836,0.3408544567969995,0.8318598160384162
H1-4,,55417,112143,0.3307292910002387,CXCL14+ Fibroblasts,0.05269054323458324,Vascular/Stromal,CXCL14+ Fibroblasts,0.0969185361907667,True,0.998570406702931,0.5000018634644651,0.1836320068593251,0.34136374294041055,0.833333954488155
NFIX,,54994,117085,0.3195857716513927,CXCL14+ Fibroblasts,0.05616055398969648,Vascular/Stromal,CXCL14+ Fibroblasts,0.1254127813485493,True,0.998570406702931,0.49838434065224135,0.18529545056343713,0.340931235789525,0.8327947802174137
UBE2H,,54989,234966,0.1896466693107551,Basal-like Structured DCIS Cells,0.12490026385582977,Immune,Basal-like Structured DCIS Cells,0.0939294534602716,True,0.6490406876192876,0.38630405133351176,0.4033304948092531,0.27062934749562567,0.5822081491259894
HNRNPUL1,,54917,166432,0.2481014145083104,CXCL14+ Fibroblasts,0.13146223406301802,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1040704172150656,False,0.22606269092359826,0.48832964497983483,0.22891274777095058,0.3394275740999446,0.8294432149932782
PTTG1IP,,54893,187366,0.2265880730953236,Macrophages,0.12297352927813204,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0971806346977864,False,-0.2817354334769128,0.4853820821269207,0.24132885144655739,0.33545354046940723,0.8284606940423069
YY1AP1,,54876,185530,0.2282638536475795,CXCL14+ Fibroblasts,0.13800281373222145,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1004373435062274,False,-0.2817354334769128,0.4877990825185811,0.23322320613753114,0.3395770374749364,0.8292663608395271
LAMTOR1,,54612,164104,0.2496936666727628,Macrophages,0.12902463137708936,Vascular/Stromal,Basal-like Structured DCIS Cells,0.097503910092609,False,0.22606269092359826,0.4869383000566748,0.23800125149449122,0.33630737115640613,0.828979433352225
KHDRBS1,,54481,172977,0.2395211423647442,CXCL14+ Fibroblasts,0.1315302568525486,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0975531685264261,False,-0.2817354334769128,0.48811964625679416,0.2290308606344277,0.33924200508998664,0.8293732154189314
SPRY1,,54317,96759,0.3595342741401678,"CAFs, DCIS Associated",0.15297422602320426,Vascular/Stromal,CXCL14+ Fibroblasts,0.1227120050523158,False,0.5190018956728985,0.5179789472788618,0.2790799731145614,0.38492277911831607,0.8393263157596206
RAB25,,54287,194749,0.2179885639024076,Basal-like Structured DCIS Cells,0.1051165582028876,Tumor,Basal-like Structured DCIS Cells,0.112536066406679,True,1.0,0.27835923662518347,0.48901735885378217,0.3547757509223914,0.7017055194009626
SPATA20,,54010,302720,0.1514030218933086,Basal-like Structured DCIS Cells,0.1048663526202568,Tumor,Basal-like Structured DCIS Cells,0.1454827773335896,True,1.0,0.2667622708853552,0.49222131424738247,0.3526332359460345,0.7016221175400856
IGFBP4,,53983,111298,0.3266134643425439,Endothelial Cells,0.05980699155347621,Vascular/Stromal,Macrophages,0.1178677345645489,False,0.9871254736748173,0.49206513818351627,0.19444220732333242,0.3382585758046513,0.8306883793945055
ZFP36L2,,53864,106926,0.334995957460041,CXCL14+ Fibroblasts,0.0547090469116606,Vascular/Stromal,CXCL14+ Fibroblasts,0.1053839691861533,True,0.998570406702931,0.49827488462082414,0.18366077036926587,0.34065889270349975,0.832758294873608
SLC40A1,,53539,125148,0.29962448303458,CXCL14+ Fibroblasts,0.11502075768210597,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1337614675152345,False,0.22606269092359826,0.4905952525734329,0.21777062388796115,0.33970931575313695,0.8301984175244775
YIPF3,,53474,173420,0.2356783343764048,CXCL14+ Fibroblasts,0.10628786118758723,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1267799952504464,False,0.22606269092359826,0.49474670777105195,0.21174158621949674,0.34151870298023457,0.8315822359236841
MAP1LC3B,,53065,170086,0.2377986206649309,Basal-like Structured DCIS Cells,0.10765760579054678,Tumor,Basal-like Structured DCIS Cells,0.1026042307406942,True,1.0,0.27929612285754546,0.48727899623668325,0.3492882733420059,0.7025525352635156
GHITM,,53052,160255,0.2487119503813752,CXCL14+ Fibroblasts,0.13480720388753936,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1079862301273899,False,0.22606269092359826,0.48842205857694776,0.23114004478646413,0.33973155446989184,0.8294740195256493
AKR1A1,,53022,200905,0.2088080432565265,Macrophages,0.14128868331082198,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0955885633161406,False,-0.282546184601846,0.4839845925759739,0.25450877544100015,0.33754314794598494,0.8279948641919913
CCT3,,52851,191374,0.2164029071552871,Basal-like Structured DCIS Cells,0.10433279149025253,Immune,Basal-like Structured DCIS Cells,0.1006384396293973,True,0.6490406876192876,0.38305796793312674,0.40732182331882105,0.27208050199636213,0.5757377076463915
GASK1B,,52772,184831,0.2221015727915893,Macrophages,0.1438505862489949,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0993087931732157,False,0.22606269092359826,0.486296334964507,0.2417439165123288,0.3387716445182803,0.8287654449881691
PIK3R1,,52769,147846,0.2630361637963262,CXCL14+ Fibroblasts,0.06073715745724798,Vascular/Stromal,CXCL14+ Fibroblasts,0.1108395893573188,True,0.9966629178649119,0.504043260259351,0.18876478624691267,0.344405692727627,0.834681086753117
DDX42,,52308,340341,0.1332182177975749,Basal-like Structured DCIS Cells,0.12947671716289044,Immune,Basal-like Structured DCIS Cells,0.0960675703234414,True,0.6490406876192876,0.38755353737401327,0.4024110179865937,0.27169997864901496,0.5835949691951531
CHAD,,52227,235975,0.1812166466575527,Basal-like Structured DCIS Cells,0.13296479007063258,Tumor,11q13 Invasive Tumor Cells,0.1367970951456603,False,0.8692653731488574,0.2550964195897921,0.49754701830735854,0.3603274253082609,0.7109882633568776
UBQLN1,,51968,166025,0.2383929759212451,Macrophages,0.1439987579325287,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0990500162877447,False,-0.2817354334769128,0.4860633985387423,0.243126553724636,0.3388296511493105,0.828687799512914
RABEP1,,51799,165608,0.2382581977581218,CXCL14+ Fibroblasts,0.1077757342026148,Vascular/Stromal,CXCL14+ Fibroblasts,0.1634344223770294,True,0.9923412618216999,0.4987717498674142,0.21129729766722405,0.3437808596087032,0.8329239166224713
ZNF664,,51476,170055,0.2323647706190104,Basal-like Structured DCIS Cells,0.09916066975399225,Immune,Basal-like Structured DCIS Cells,0.0934263942951882,True,0.6490406876192876,0.3828436381176838,0.40649109775187126,0.2680094760234295,0.5741055601932301
SLC35F5,,51436,230221,0.1826192851588989,CXCL14+ Fibroblasts,0.13776384889140353,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1041736917598649,False,0.22606269092359826,0.48937572331655765,0.23272058147380195,0.3406996448146406,0.8297919077721859
MCL1,,51378,164273,0.2382460549684444,CXCL14+ Fibroblasts,0.09959937210987874,Vascular/Stromal,Macrophages,0.1251614780078247,False,0.6806918281710057,0.4911302075575525,0.2085932329789832,0.3386381985312985,0.8303767358525175
ERRFI1,,51217,376650,0.1197030853045455,Basal-like Structured DCIS Cells,0.13933567181511666,Immune,Basal-like Structured DCIS Cells,0.110292074620697,True,0.6490406876192876,0.38835321214492924,0.40269138048991265,0.2755177284348197,0.5868229824231308
UBC,,50987,125307,0.2892157418857136,CXCL14+ Fibroblasts,0.07997690273414251,Vascular/Stromal,Macrophages,0.1367184776762325,False,0.988538681948424,0.4954387133928746,0.19518379658979468,0.340183697574551,0.8318129044642916
TMCO3,,50893,232014,0.1798930390552372,Basal-like Structured DCIS Cells,0.1272570766079018,Immune,Basal-like Structured DCIS Cells,0.1013274866848185,True,0.6490406876192876,0.3863668677288559,0.4040852920031834,0.2733885681550322,0.5829941283731459
RAN,,50889,141636,0.2643241137514608,Macrophages,0.11923125119279111,Immune,Basal-like Structured DCIS Cells,0.0896060897979567,False,0.1579260028790722,0.3891349641995957,0.33752586424177194,0.2689491227531029,0.6262286518860694
ZKSCAN1,,50735,254594,0.1661650219926702,Basal-like Structured DCIS Cells,0.0994306490158106,Tumor,Basal-like Structured DCIS Cells,0.1102984272270711,True,1.0,0.2736693651003947,0.4898832385029815,0.3524342915246181,0.6998102163386036
MMP2,,50694,55414,0.4777585101971576,Macrophages,0.05206179042823776,Immune,Macrophages,0.0563000633216071,True,0.3318646446792027,0.39115047519734186,0.4020304727150596,0.2390416619600945,0.6017138460241914
KDM2A,,50673,223003,0.1851569008608719,Macrophages,0.14241778934387422,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0927416950007962,False,0.22606269092359826,0.485416253946786,0.2442002161513483,0.33842329961132356,0.8284720846489287
APOE,,50630,69997,0.4197236108002354,Macrophages,0.09043334162092986,Immune,Macrophages,0.1057065356191456,True,1.0,0.39242484274779077,0.32927820823196974,0.2642713166212829,0.6263528153411619
RNF10,,50485,148174,0.2541289345058618,Macrophages,0.11569661189155812,Immune,Basal-like Structured DCIS Cells,0.0911730443377975,False,0.1579260028790722,0.38918538702228556,0.3370314243714886,0.2684502959476292,0.6262650525918634
STOM,,50411,157289,0.2427106403466538,Macrophages,0.10248798596997755,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1128204257570566,False,0.22606269092359826,0.4863249575002542,0.23655438295656736,0.3323721133424445,0.828774985833418
JPT2,,50394,201620,0.1999650813050068,Basal-like Structured DCIS Cells,0.11694233831722858,Immune,Basal-like Structured DCIS Cells,0.0971294145126812,True,0.6490406876192876,0.38551887724961686,0.40547785210165943,0.274249607859033,0.5796950536686907
RAB11A,,50313,170439,0.2279163948684496,Basal-like Structured DCIS Cells,0.1037163235158507,Immune,Basal-like Structured DCIS Cells,0.0987843994329878,True,0.6490406876192876,0.38289797105381984,0.4067954459165771,0.2701469949098166,0.5755694146627918
HELZ,,50288,243299,0.1712882382394316,Basal-like Structured DCIS Cells,0.12557996689476916,Immune,Basal-like Structured DCIS Cells,0.0980677626179118,True,0.6490406876192876,0.3863330390018887,0.40345992509747164,0.27096359385404784,0.5824408290282813
TBC1D30,,50180,286331,0.1491184537801141,CXCL14+ Fibroblasts,0.12180778447231075,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1563308006022415,False,0.22606269092359826,0.5010735387350278,0.2193697405378238,0.3456153752109886,0.8336911795783427
GOLPH3,,50161,149911,0.2507147426926306,CXCL14+ Fibroblasts,0.12017836560180581,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1309065697543074,False,0.22606269092359826,0.49314748178331663,0.2207841654426425,0.34150783716257294,0.8310491605944389
SYF2,,49982,112438,0.3077330378032262,CXCL14+ Fibroblasts,0.08889097822682278,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1310321656024653,False,0.22606269092359826,0.4943852505847888,0.20092350018749214,0.3401518704307846,0.8314617501949296
