gene,marker_group,unassigned_count,assigned_count,unassigned_fraction,urna_best_cluster,urna_best_sss,urna_best_module,full_best_cluster,full_best_sss,best_cluster_match,sss_spearman_vs_full,urna_module_mean_Tumor,urna_module_mean_Vascular/Stromal,urna_module_mean_Immune,urna_module_mean_Rare epithelial
ARF6,,49821,138715,0.2642519200577078,Basal-like Structured DCIS Cells,0.10932053820337925,Immune,Basal-like Structured DCIS Cells,0.0961757169295894,True,0.6490406876192876,0.38333710636522794,0.4057070546425539,0.26731117671169907,0.5773891488304901
PIM3,,49805,214279,0.1885952954363005,Basal-like Structured DCIS Cells,0.11176129740572704,Tumor,Basal-like Structured DCIS Cells,0.1058430323101412,True,1.0,0.28116905100305334,0.48701533779497386,0.3508006156641366,0.7039204324685757
ATP5F1A,,49571,166483,0.2294380108676534,Basal-like Structured DCIS Cells,0.10151214587357635,Tumor,Basal-like Structured DCIS Cells,0.0964401294876863,True,1.0,0.28024322194104284,0.48676976137053546,0.3479999227778569,0.7005040486245254
KMT2E,,49545,179137,0.2166545683525594,CXCL14+ Fibroblasts,0.12898843876029287,Vascular/Stromal,Basal-like Structured DCIS Cells,0.099595463353392,False,0.22606269092359826,0.48836964803891725,0.22735463906225753,0.33927010858294204,0.8294565493463057
CAPN1,,49508,224057,0.1809734432401805,Basal-like Structured DCIS Cells,0.126482419446409,Tumor,11q13 Invasive Tumor Cells,0.1386465758076047,False,0.8692653731488574,0.25677063552747437,0.4961502094771507,0.357286872870107,0.708827473148803
CITED2,,49463,141589,0.2588981010405544,CXCL14+ Fibroblasts,0.07084760068303421,Vascular/Stromal,CXCL14+ Fibroblasts,0.1286063270971992,True,0.9966629178649119,0.5019061249661918,0.19189411341734064,0.3435893596295501,0.833968708322064
TSPAN31,,49233,220533,0.182502613376037,CXCL14+ Fibroblasts,0.1198398164117912,Vascular/Stromal,Basal-like Structured DCIS Cells,0.125634956374685,False,0.22606269092359826,0.4961988908289026,0.2197852999955451,0.3432007349289042,0.8320662969429676
NUCB2,,49230,185109,0.2100802683292153,CXCL14+ Fibroblasts,0.1284265282269212,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1012429908327642,False,0.22606269092359826,0.4912385507131413,0.22650827092661358,0.3409638457819458,0.8304128502377138
YEATS4,,49212,211764,0.1885690638219606,Basal-like Structured DCIS Cells,0.10687388535544441,Tumor,Basal-like Structured DCIS Cells,0.1137348204000004,True,1.0,0.27749667726507954,0.48898986498801006,0.35362204764103183,0.7022912951184814
ARFGEF1,,49186,231839,0.1750235744150876,Basal-like Structured DCIS Cells,0.13024900852938026,Immune,Basal-like Structured DCIS Cells,0.0947670504046539,True,0.6490406876192876,0.3876737167472738,0.4023919556203084,0.27168098057106427,0.5838317593121728
TGOLN2,,49177,198334,0.1986861190007716,CXCL14+ Fibroblasts,0.10089539528534544,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1071270142072788,False,0.22606269092359826,0.4919897363325915,0.20919599761300806,0.3393974633200391,0.8306632454441972
LASP1,,49025,146236,0.2510742032459119,CXCL14+ Fibroblasts,0.09524609534284169,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1329538956477641,False,0.22606269092359826,0.49419244799103174,0.20500037672932284,0.34039130097573844,0.8313974826636773
SLC7A2,,48981,207206,0.1911923711976017,CXCL14+ Fibroblasts,0.11120400953961804,Vascular/Stromal,CXCL14+ Fibroblasts,0.1675766460091991,True,0.9923412618216999,0.5017973775402723,0.2123747917816436,0.3453257505765203,0.8339324591800907
CALM2,,48885,126862,0.2781555303931219,CXCL14+ Fibroblasts,0.1175469748541552,Vascular/Stromal,Basal-like Structured DCIS Cells,0.117249898865871,False,0.22606269092359826,0.49059350099304305,0.2197493507547829,0.3397277340974258,0.8301978336643477
PDS5A,,48850,226765,0.1772399905665511,Basal-like Structured DCIS Cells,0.10557100646743224,Immune,Basal-like Structured DCIS Cells,0.0937520605033426,True,0.6490406876192876,0.3834444651438604,0.4060508739800081,0.2691257102790981,0.5761164283138966
GLUD1,,48823,182765,0.210818349828143,CXCL14+ Fibroblasts,0.1326768237853126,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1136785979638409,False,0.22606269092359826,0.4896778448722936,0.22948093798282088,0.3404404125900154,0.8298926149574312
C1orf21,,48764,131150,0.2710406082906277,CXCL14+ Fibroblasts,0.06072849357306581,Vascular/Stromal,CXCL14+ Fibroblasts,0.1376405916542106,True,0.9966629178649119,0.5023904123133296,0.18796075500712456,0.34344782160687587,0.8341301374377764
EIF4EBP2,,48691,121357,0.2863367990214527,CXCL14+ Fibroblasts,0.10948267118331541,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1148281507781257,False,0.22606269092359826,0.4900793540475611,0.21483712065126945,0.33873054575331,0.8300264513491871
NUCKS1,,48628,133328,0.2672514234210468,Macrophages,0.12743325201632438,Immune,Basal-like Structured DCIS Cells,0.0917053455651731,False,0.15835612442790561,0.3879245650319589,0.3469409619680362,0.27006823629586435,0.6261809389735326
SCD,,48183,177978,0.2130473423799859,Basal-like Structured DCIS Cells,0.1273313555425658,Tumor,11q13 Invasive Tumor Cells,0.1493457310480214,False,0.8692653731488574,0.2718400785614421,0.490969124505894,0.3536479715565572,0.709110451847522
UBA1,,48110,214551,0.1831638499815351,CXCL14+ Fibroblasts,0.14089296362541223,Vascular/Stromal,Basal-like Structured DCIS Cells,0.103326167883166,False,-0.2817354334769128,0.48794312114729566,0.2350636845136526,0.3399324040659839,0.8293143737157652
UBE2Q1,,48037,157700,0.2334874135425324,Basal-like Structured DCIS Cells,0.1087768554919082,Immune,Basal-like Structured DCIS Cells,0.1004232190312507,True,0.6490406876192876,0.38333481055005675,0.40635391539572324,0.2700968647374024,0.5771768318741005
IER3IP1,,48005,200991,0.1927942617552089,Basal-like Structured DCIS Cells,0.10655004865279127,Tumor,Basal-like Structured DCIS Cells,0.1399657477067443,True,1.0,0.2636652260976446,0.49334475093713764,0.35340128924407377,0.7021833495509305
PCMTD1,,47924,167325,0.2226444722158988,CXCL14+ Fibroblasts,0.10084493963513698,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1131003742367455,False,0.22606269092359826,0.49263668105172825,0.20870912236613365,0.33988023052279465,0.8308788936839094
IER5,,47654,155546,0.234517716535433,CXCL14+ Fibroblasts,0.13695155239971224,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1113439119470533,False,0.22606269092359826,0.4897073745598226,0.23216299073404847,0.340706607183268,0.8299024581866075
SPAG9,,47644,214136,0.1820001528000611,Basal-like Structured DCIS Cells,0.12985571663859893,Immune,Basal-like Structured DCIS Cells,0.0954333405584912,True,0.6490406876192876,0.3874206302868078,0.4022489212169563,0.27077137187637995,0.5837419364671034
PLPP3,,47587,115662,0.291499488511415,Pericytes,0.054541283699082156,Vascular/Stromal,CXCL14+ Fibroblasts,0.055609147214609,False,0.9947645105835197,0.5042382634708453,0.1819146146652178,0.3438237451908695,0.834746087823615
TMX2,,47469,223317,0.1753007910305555,Basal-like Structured DCIS Cells,0.11323759072847434,Immune,Basal-like Structured DCIS Cells,0.1061178383914842,True,0.6490406876192876,0.38406004031297447,0.4055457274722148,0.2703215503301209,0.5785962279549909
IQGAP1,,47351,164141,0.2238902653528265,Basal-like Structured DCIS Cells,0.12026754832054717,Immune,Basal-like Structured DCIS Cells,0.0903239260561941,True,0.6490406876192876,0.38614797181364463,0.40318617887073316,0.26870515663439115,0.5806741659860265
PLEC,,47294,201928,0.1897665535145372,Macrophages,0.12050116076429128,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0951356981586902,False,-0.2817354334769128,0.4860104741280466,0.23779956825124274,0.33479446333233875,0.8286701580426822
MUC1,,47270,166441,0.2211865556756554,"CAFs, DCIS Associated",0.20365790408171477,Vascular/Stromal,CXCL14+ Fibroblasts,0.2020706971390442,False,0.8331850065043106,0.5340255698138531,0.3078905959783348,0.4143170561439045,0.8446751899379511
LAMP1,,47172,165146,0.2221761697077026,Basal-like Structured DCIS Cells,0.11613945734944936,Immune,Basal-like Structured DCIS Cells,0.0988639986941715,True,0.6490406876192876,0.3852839626550731,0.4040244318707488,0.26908300002470675,0.5794538415456973
DDAH2,,47035,135099,0.2582439302930809,CXCL14+ Fibroblasts,0.12001333240530902,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1022866968630083,False,0.22606269092359826,0.48926513226989005,0.2217584533853826,0.33900038240607266,0.8297550440899634
HSPA1B,,46812,185506,0.2014996685577527,Basal-like Structured DCIS Cells,0.11833183679993108,Immune,Basal-like Structured DCIS Cells,0.0936527082792884,True,0.6490406876192876,0.3858314666259882,0.40456838005618706,0.2727124328583152,0.5801190430798266
RANBP2,,46630,164664,0.2206877620755913,CXCL14+ Fibroblasts,0.10562075639886692,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1127224237794742,False,0.22606269092359826,0.49216867921752394,0.2119233211461719,0.3399602190619679,0.830722893072508
ARPP19,,46578,173045,0.2120816125815602,Basal-like Structured DCIS Cells,0.1049526290395158,Tumor,Basal-like Structured DCIS Cells,0.0971384545484701,True,1.0,0.28088373998574145,0.48707564919350343,0.35097746298741883,0.7016508763465054
MAL2,,46340,197890,0.1897391802808827,Basal-like Structured DCIS Cells,0.11552745515892168,Immune,Basal-like Structured DCIS Cells,0.0983461086412301,True,0.6490406876192876,0.3853145988283765,0.4062894843054444,0.2754501514408588,0.5792928897509863
SRSF4,,46261,168396,0.2155112574945145,CXCL14+ Fibroblasts,0.11615308064648915,Vascular/Stromal,Basal-like Structured DCIS Cells,0.103906412789319,False,0.22606269092359826,0.4895270762400252,0.2191448780848139,0.3389485367106249,0.8298423587466751
LRRC59,,46148,170471,0.2130376375110216,CXCL14+ Fibroblasts,0.16944101259009073,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1018816188526326,False,-0.282546184601846,0.48722297317044166,0.25311548751219753,0.3434934579695244,0.8290743243901472
GPX4,,46137,115914,0.2847066664198308,CXCL14+ Fibroblasts,0.1308138940600084,Vascular/Stromal,Basal-like Structured DCIS Cells,0.104956388313149,False,0.22606269092359826,0.48948004978445336,0.22847419258178508,0.33997260494003456,0.8298266832614845
EEF1A2,,46079,148798,0.236451710566152,Basal-like Structured DCIS Cells,0.13805579099177578,Tumor,11q13 Invasive Tumor Cells,0.1418449520942782,False,0.8692653731488574,0.25779639323797515,0.497139736905588,0.3613666911765523,0.7126852636639253
GTF2I,,46049,213572,0.1773700894765831,Macrophages,0.1469503252614197,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0947789581310746,False,-0.2817354334769128,0.4846973831988295,0.24704818919722485,0.33929353714636185,0.8282324610662766
NCOR1,,45982,192174,0.1930751272275315,Macrophages,0.12384226398578893,Immune,Basal-like Structured DCIS Cells,0.0907480855091346,False,0.1579260028790722,0.38979185399148464,0.33643680051265507,0.26994822889309467,0.6265468697825337
CEBPD,,45966,114109,0.287152897079494,CXCL14+ Fibroblasts,0.08488260885964811,Vascular/Stromal,Macrophages,0.106316082889569,False,0.6806918281710057,0.4930977429162214,0.19907761350909908,0.33849614915314474,0.8310325809720739
SFRP1,,45890,84758,0.3512491580429857,"CAFs, DCIS Associated",0.09669460887939874,Vascular/Stromal,Plasma Cells,0.1188702659522537,False,0.9980392156862746,0.5273877274947854,0.27437169529987127,0.39503815964870403,0.8424625758315951
HAPSTR1,,45743,162015,0.2201744337161505,Macrophages,0.13845021762322335,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1008747614883751,False,0.22606269092359826,0.48693739183880974,0.2400710863297128,0.33793869323605213,0.8289791306129365
KTN1,,45709,179015,0.2034006158665741,Macrophages,0.1400595227780376,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0947539802684569,False,-0.2817354334769128,0.4858063311416436,0.2428570335141312,0.3381581515081575,0.8286021103805479
CHP1,,45659,131560,0.257641674989702,Macrophages,0.1371394408189797,Immune,Basal-like Structured DCIS Cells,0.09609345489291,False,0.15835612442790561,0.38885633130897423,0.34595527287362743,0.27181339519035497,0.6265970942440723
FARP1,,45607,264016,0.147298488807356,Basal-like Structured DCIS Cells,0.09572964626578018,Tumor,Basal-like Structured DCIS Cells,0.1140144786577347,True,1.0,0.27446269460208794,0.4891857013589379,0.349884844220885,0.69857654875526
TRPS1,,45536,207491,0.1799649839740423,CXCL14+ Fibroblasts,0.12453834902649555,Vascular/Stromal,CXCL14+ Fibroblasts,0.1220115996262185,True,0.9980897803247372,0.5084248911282979,0.2175784695372835,0.3486403728783411,0.8361416303760993
TGFBR2,,45411,80624,0.3603046772721863,Endothelial Cells,0.04156697736913503,Vascular/Stromal,Endothelial Cells,0.0329009365250621,True,1.0,0.49910963120563234,0.18032885186398956,0.3409045426342434,0.8330365437352109
UBE2D2,,45266,139128,0.2454852110155428,CXCL14+ Fibroblasts,0.11961643506325058,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1069376682787939,False,0.22606269092359826,0.4899580123363909,0.22125611270106488,0.33951516872803483,0.8299860041121304
GNG12,,45141,107609,0.2955220949263502,CXCL14+ Fibroblasts,0.10275540775961538,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1162615912836915,False,0.22606269092359826,0.49058477672786677,0.21073278791974898,0.3384831793553283,0.8301949255759555
KANK2,,45128,52429,0.4625808501696444,Pericytes,0.046253646471521054,Vascular/Stromal,Endothelial Cells,0.0524987161277538,False,0.9942911512844911,0.5038689266888399,0.1811146850805531,0.3435647991390421,0.8346229755629467
TRIP12,,45074,171193,0.2084182977523154,Macrophages,0.12207475571132533,Immune,Basal-like Structured DCIS Cells,0.0915267686436857,False,0.553113063888932,0.3866712442453436,0.4024644930595208,0.24926123502240158,0.5960514839466942
SYT7,,45057,275163,0.1407063893573168,Basal-like Structured DCIS Cells,0.13624806811256973,Immune,Basal-like Structured DCIS Cells,0.1035319619773262,True,0.6490406876192876,0.387998762243297,0.4038320952741795,0.27674129252223445,0.5858730259394028
CD151,,45001,179029,0.2008704191402937,CXCL14+ Fibroblasts,0.09962141547968534,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1239856257582635,False,0.22606269092359826,0.4959055351860569,0.20732104332719753,0.34181194876281673,0.8319685117286856
HMG20B,,44964,176335,0.2031821201180303,Basal-like Structured DCIS Cells,0.12148263132340094,Immune,Basal-like Structured DCIS Cells,0.0972655651840016,True,0.6490406876192876,0.3859288325877015,0.4040712172188609,0.271537227144862,0.5811282264019185
CCDC6,,44904,106059,0.2974503686333737,CXCL14+ Fibroblasts,0.11039778647932937,Vascular/Stromal,CXCL14+ Fibroblasts,0.1229656120916994,True,0.9999999999999999,0.5048761926566279,0.21079441812559335,0.3465881214373302,0.8349587308855426
SERPINB6,,44866,161773,0.2171226148016589,Macrophages,0.12690980013036474,Immune,Basal-like Structured DCIS Cells,0.0920373744127183,False,0.15835612442790561,0.3888601511635363,0.34483576328124677,0.26966125103454913,0.6263581291396875
TPM2,,44818,99248,0.3110935265780961,Endothelial Cells,0.04060610267707497,Vascular/Stromal,CXCL14+ Fibroblasts,0.0906184229723312,False,0.9980952363659128,0.4949865598287325,0.18381017736769972,0.3391092576683304,0.8316621866095776
GOLGB1,,44790,196279,0.1857974272926008,CXCL14+ Fibroblasts,0.13820452919752876,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1042648333817704,False,0.22606269092359826,0.489672435446322,0.23302354330657177,0.34084512526799104,0.8298908118154408
TAF7,,44782,120753,0.2705288911710514,CXCL14+ Fibroblasts,0.09266789115623307,Vascular/Stromal,CXCL14+ Fibroblasts,0.1413729050799926,True,0.9980897803247372,0.5011164922201203,0.20100048245999003,0.3439139944934437,0.8337054974067067
OGA,,44756,189485,0.191068173376992,CXCL14+ Fibroblasts,0.09785710225947265,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1276825654416007,False,0.22606269092359826,0.4933681720714285,0.20674154549438467,0.340137278406602,0.8311227240238095
NME1,,44588,191862,0.1885726369211249,Basal-like Structured DCIS Cells,0.10621762269041225,Tumor,Basal-like Structured DCIS Cells,0.1364054508839237,True,1.0,0.2680132632995589,0.49231669149729196,0.3541615173626186,0.702072540896804
GRINA,,44512,170444,0.2070749362660265,Macrophages,0.12987009644314412,Immune,Basal-like Structured DCIS Cells,0.0957888674121056,False,0.15835612442790561,0.3886408117550094,0.3456241672676834,0.2704648751522033,0.6264588066798503
SRSF2,,44403,208764,0.1753901574849802,Basal-like Structured DCIS Cells,0.12251096130237503,Immune,Basal-like Structured DCIS Cells,0.091842466944825,True,0.6490406876192876,0.38607731497188397,0.4032157640611196,0.26882396213610676,0.581440304943954
PRPF8,,44293,142588,0.2370117882502769,CXCL14+ Fibroblasts,0.08199643179849515,Vascular/Stromal,Macrophages,0.1392275539102622,False,0.988538681948424,0.4958634293095568,0.1960677777324992,0.3405695220105973,0.8319544764365189
RNF7,,44230,120424,0.2686239022434924,CXCL14+ Fibroblasts,0.13604879006179746,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1020436976027256,False,0.22606269092359826,0.48897695804218644,0.23178091483887736,0.34028814642966454,0.8296589860140622
CCNI,,44216,124264,0.2624406457739791,Macrophages,0.13744051965291082,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0977663562466844,False,-0.2817354334769128,0.48628776133728635,0.2410818504991906,0.3377530204024323,0.8287625871124288
CD46,,44009,244457,0.1525621737050466,Basal-like Structured DCIS Cells,0.10928703357640777,Tumor,Basal-like Structured DCIS Cells,0.0983533632987973,True,1.0,0.280869140210597,0.4870807062631709,0.35112534650043964,0.7030956778588026
NFKBIZ,,43942,370027,0.1061480449019129,Basal-like Structured DCIS Cells,0.16302228227383705,Tumor,11q13 Invasive Tumor Cells,0.0717953101522536,False,0.8653760231111451,0.25230674000676256,0.49823297437171365,0.3594888985923256,0.7210074274246123
CSRP1,,43844,104651,0.2952557325162463,CXCL14+ Fibroblasts,0.06582835945516188,Vascular/Stromal,CXCL14+ Fibroblasts,0.074436659203304,True,0.998095238095238,0.5052317763514275,0.18927924546604719,0.34515262224561677,0.8350772587838091
CSNK1A1,,43828,224744,0.1631890144914585,CXCL14+ Fibroblasts,0.10343819905140446,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1475713414296661,False,0.22606269092359826,0.49617366587302786,0.20940829033363512,0.3421318110683832,0.8320578886243427
VDAC2,,43808,133881,0.2465431174692862,CXCL14+ Fibroblasts,0.1345968695623269,Vascular/Stromal,Basal-like Structured DCIS Cells,0.104221697529064,False,0.22606269092359826,0.48862839143749176,0.23092764239314864,0.33992670206070474,0.8295427971458306
OST4,,43796,94486,0.3167151183812788,CXCL14+ Fibroblasts,0.12863934436743857,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1138307243336139,False,0.22606269092359826,0.4886142428237833,0.22727090211960332,0.3393134096740727,0.8295380809412611
KPNB1,,43788,181771,0.1941310255853235,Macrophages,0.117801326314664,Immune,Basal-like Structured DCIS Cells,0.0866092696240955,False,0.1579260028790722,0.3894727839201064,0.33641223187494296,0.26860005613577403,0.6261661992559556
TSC22D1,,43759,150375,0.2254061627535619,Macrophages,0.12876599698935765,Immune,Basal-like Structured DCIS Cells,0.0858150942875039,False,0.15835612442790561,0.388152162525792,0.3463699148014462,0.27013357319399,0.6262027420819761
GNB1,,43688,136856,0.2419797943991492,Basal-like Structured DCIS Cells,0.1188885776382838,Immune,Basal-like Structured DCIS Cells,0.0920155044667426,True,0.6490406876192876,0.385901465283382,0.40335717220142886,0.2686082224335929,0.5802686626826913
ILK,,43674,113759,0.2774132488106051,CXCL14+ Fibroblasts,0.06549480329483541,Vascular/Stromal,CXCL14+ Fibroblasts,0.1073495872197302,True,0.998570406702931,0.4977166997300562,0.18808590100451228,0.3408596498729882,0.8325722332433521
TM9SF2,,43628,183902,0.19174614336571,Macrophages,0.14906418642361888,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0925427024706172,False,-0.282546184601846,0.48412147101669595,0.25545154618035915,0.3390457374249763,0.8280404903388986
EIF3A,,43619,120596,0.2656212891635965,CXCL14+ Fibroblasts,0.09596111549178142,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1260737798881363,False,0.22606269092359826,0.4939726086705161,0.20535489209860486,0.34039684302017686,0.8313242028901721
NES,,43571,82783,0.3448327714199788,CXCL14+ Fibroblasts,0.060315262965019115,Vascular/Stromal,CXCL14+ Fibroblasts,0.098820939715461,True,0.998570406702931,0.49802130610946105,0.18638570500842003,0.34117115928124214,0.8326737687031537
SCP2,,43564,147085,0.2285036900272228,Macrophages,0.12842631607982213,Immune,Basal-like Structured DCIS Cells,0.0957795132268874,False,0.15835612442790561,0.3880505508613457,0.346677236288276,0.27031244937819326,0.6262963289464802
DDX3X,,43553,160260,0.2136909814388679,Macrophages,0.13263463921455465,Vascular/Stromal,Basal-like Structured DCIS Cells,0.098561039564389,False,0.22606269092359826,0.4860098870551271,0.24079095321699095,0.33683932704727615,0.8286699623517091
SCCPDH,,43511,173301,0.2006853864177259,CXCL14+ Fibroblasts,0.1416356598133787,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1082591793438848,False,0.22606269092359826,0.4908019970125116,0.23486140574718775,0.34176655586823307,0.8302673323375038
RACK1,,43453,72274,0.3754784968071409,"CAFs, DCIS Associated",0.14109191618788836,Vascular/Stromal,CXCL14+ Fibroblasts,0.1509730535883832,False,0.8263888406927451,0.5255378311447761,0.28440948221463863,0.39669717448927905,0.8418459437149254
RANBP9,,43429,122066,0.2624188041934802,CXCL14+ Fibroblasts,0.1264670495019445,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1196536695532188,False,0.22606269092359826,0.49032812733433273,0.22544989608031205,0.34034495625964556,0.830109375778111
ASH1L,,43420,187513,0.1880199018763018,CXCL14+ Fibroblasts,0.12839710150684552,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0971167809531639,False,0.22606269092359826,0.4889224351012419,0.22703534728785044,0.3395186869242114,0.8296408117004139
YWHAG,,43418,126191,0.2559887741806154,Macrophages,0.12564405622210623,Immune,Basal-like Structured DCIS Cells,0.0942731758772379,False,0.15835612442790561,0.38837606654569873,0.34587991125722584,0.26970007003321766,0.6263184077166678
CCN1,,43334,110439,0.2818049982766805,CXCL14+ Fibroblasts,0.09246018171803688,Vascular/Stromal,CXCL14+ Fibroblasts,0.0946276948907013,True,0.9999999999999999,0.5088477782622866,0.1981331212395451,0.347251902411324,0.8362825927540954
TRIM44,,43333,123549,0.2596625160292901,CXCL14+ Fibroblasts,0.11024374108571144,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1090699473744099,False,0.22606269092359826,0.4906146533696183,0.21524398484490118,0.33922357318832563,0.8302048844565394
RHOH,,43307,182906,0.1914434625773054,Basal-like Structured DCIS Cells,0.10725140590479677,Tumor,Basal-like Structured DCIS Cells,0.130310966288694,True,1.0,0.26864514927337046,0.49223878935270377,0.3540478598516702,0.7024171353015989
COG1,,43188,209449,0.1709488317229859,CXCL14+ Fibroblasts,0.164907391740276,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1098111225001281,False,-0.282546184601846,0.48773299043260815,0.2502634724357932,0.3428453672984978,0.8292443301442027
TMEM14C,,43183,135585,0.2415588919717175,Macrophages,0.13096420434705464,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0993636257903587,False,-0.2817354334769128,0.48616770028851103,0.23991512287010908,0.33658095786663056,0.8287225667628371
RBM33,,43169,154296,0.2186159572582482,CXCL14+ Fibroblasts,0.11949575778145793,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1090817380087824,False,0.22606269092359826,0.4894944820477117,0.2211406848706589,0.33920454682980944,0.8298314940159038
FSTL1,,43164,53004,0.4488395308210631,Endothelial Cells,0.059228922747976746,Vascular/Stromal,Endothelial Cells,0.0403756324704883,True,0.9995241493901396,0.4923230795612141,0.1962760708863632,0.3378166258768996,0.8307743598537382
LGALS3,,43161,69660,0.3825617571196851,"CAFs, DCIS Associated",0.1429299362740732,Vascular/Stromal,"CAFs, DCIS Associated",0.1624371671287911,True,1.0,0.5206219668069663,0.27999566948707505,0.3892534579859717,0.8402073222689888
ZMIZ1,,43092,145163,0.2289022867918514,Macrophages,0.1371067339297329,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1033637901144877,False,0.22606269092359826,0.4870067586260868,0.23923091087556442,0.3376959677315773,0.8290022528753623
CAND1,,43079,181013,0.1922380093890009,CXCL14+ Fibroblasts,0.12141429526345741,Vascular/Stromal,CXCL14+ Fibroblasts,0.1496220732629238,True,0.9980897803247372,0.5037836696502221,0.2180278515104467,0.3469635508186709,0.8345945565500741
PHF3,,43065,143743,0.2305308123849085,CXCL14+ Fibroblasts,0.07428900053777666,Vascular/Stromal,CXCL14+ Fibroblasts,0.1199153394109231,True,0.9966629178649119,0.5009404983137412,0.1936742153814631,0.3435156696690247,0.8336468327712471
NDUFC1,,43000,140297,0.2345919464039237,Basal-like Structured DCIS Cells,0.12977186100958576,Immune,Basal-like Structured DCIS Cells,0.0921051075302122,True,0.6490406876192876,0.3878494820976034,0.40238682995707525,0.2723441917609367,0.5836786764030534
SMARCA2,,42996,147333,0.2259035669813848,CXCL14+ Fibroblasts,0.10940101996548122,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1057080045603946,False,0.22606269092359826,0.49010978291223917,0.21478291866010224,0.3387376644920556,0.8300365943040798
DHX40,,42863,171343,0.2001017711922168,Basal-like Structured DCIS Cells,0.12809216021219963,Immune,Basal-like Structured DCIS Cells,0.094219168463108,True,0.6490406876192876,0.38735514667508586,0.40309717804875334,0.2726418983904361,0.5831502048648859
NFE2L2,,42856,108776,0.2826316344834863,CXCL14+ Fibroblasts,0.056079492930845055,Vascular/Stromal,CXCL14+ Fibroblasts,0.1233362490943091,True,0.998570406702931,0.4995889461387265,0.18503921703604478,0.3416036034649302,0.8331963153795755
DEK,,42824,113023,0.2747823185560197,Macrophages,0.11706396957508651,Vascular/Stromal,Basal-like Structured DCIS Cells,0.0997695749756571,False,0.22606269092359826,0.4865869069634024,0.2364440059030067,0.3343063331297006,0.8288623023211342
NPEPPS,,42812,177394,0.1944179540975268,Basal-like Structured DCIS Cells,0.10870996986210547,Immune,Basal-like Structured DCIS Cells,0.0986802067107385,True,0.6490406876192876,0.3838894602779361,0.4053928880456354,0.2684988007462244,0.5771284790238981
CPSF7,,42801,235998,0.153519202005746,Basal-like Structured DCIS Cells,0.10278046471665653,Tumor,Basal-like Structured DCIS Cells,0.1050298947984014,True,1.0,0.2787495902671006,0.48754597186540477,0.34935532176220724,0.7009268215722188
SRPRA,,42755,140600,0.2331815330915437,CXCL14+ Fibroblasts,0.1254658661484654,Vascular/Stromal,CXCL14+ Fibroblasts,0.1194291227321667,True,0.9999999999999999,0.5093371979575155,0.21807335594565283,0.3493507720500331,0.8364457326525052
SH3BGRL,,42534,72597,0.3694400291841467,CXCL14+ Fibroblasts,0.05397253629498554,Vascular/Stromal,CXCL14+ Fibroblasts,0.0592428752004138,True,1.0,0.5017390755737628,0.1827433457340087,0.3423377833667581,0.8339130251912543
DUSP23,,42419,153946,0.2160211850380668,Basal-like Structured DCIS Cells,0.10871791764091981,Tumor,Basal-like Structured DCIS Cells,0.1274846149581042,True,1.0,0.27368514936341926,0.4894471100790505,0.3500654211217998,0.7029059725469732
ACTG1,,42409,111725,0.2751437061258385,CXCL14+ Fibroblasts,0.13163745009235808,Vascular/Stromal,Basal-like Structured DCIS Cells,0.1166194721135153,False,0.22606269092359826,0.48774983673148875,0.22912581939462134,0.339096598200025,0.8292499455771628
TRIM37,,42393,199980,0.174908096198834,Basal-like Structured DCIS Cells,0.10133855940466775,Tumor,Basal-like Structured DCIS Cells,0.1210204727218315,True,1.0,0.270296391477128,0.49119423212426155,0.3526645898951066,0.7004461864682225
