,11q13 Invasive Tumor Cells,11q13 Invasive Tumor Cells (G1/S),11q13 Invasive Tumor Cells (Mitotic),Apocrine Cells,B Cells,Basal-like Structured DCIS Cells,"CAFs, DCIS Associated","CAFs, Invasive Associated",CXCL14+ Fibroblasts,Dendritic Cells,Endothelial Cells,Luminal-like Amorphous DCIS Cells,Macrophages,Mast Cells,Myeloid Cells,Myoepithelial Cells,Pericytes,Plasma Cells,T Lymphocytes
ECE1,0.3860795953331646,0.3860795953331646,0.3860795953331646,1.0,0.169815217068578,0.12391163497959225,0.6218035288172719,0.3860795953331646,0.25902449258364163,0.169815217068578,0.25902449258364163,0.6218035288172719,0.25902449258364163,0.25902449258364163,0.25902449258364163,0.6218035288172719,0.25902449258364163,0.6218035288172719,0.169815217068578
ECHS1,0.4912918269747898,0.4912918269747898,0.4912918269747898,1.0,0.4912918269747898,0.4912918269747898,0.3729501024360841,0.4912918269747898,0.12211354079139629,0.4912918269747898,0.12211354079139629,1.0,0.15371085348663968,0.21188524020594585,0.17130975087458283,0.3729501024360841,0.12211354079139629,0.3729501024360841,0.4912918269747898
EEF1A2,0.25779639323797515,0.25779639323797515,0.25779639323797515,1.0,0.18033596353783815,0.13805579099177578,0.49713973690558794,0.25779639323797515,0.49713973690558794,0.18033596353783815,0.49713973690558794,1.0,0.49713973690558794,0.49713973690558794,0.49713973690558794,0.49713973690558794,0.49713973690558794,0.49713973690558794,0.18033596353783815
EEIG1,0.27014775766536603,0.27014775766536603,0.27014775766536603,1.0,0.171841785836741,0.10491852038096021,0.4915552518434884,0.27014775766536603,0.4915552518434884,0.171841785836741,0.4915552518434884,1.0,0.4915552518434884,0.4915552518434884,0.4915552518434884,0.4915552518434884,0.4915552518434884,0.4915552518434884,0.171841785836741
EFNA1,0.387647683401912,0.387647683401912,0.387647683401912,1.0,0.1775600053241161,0.13430271446808426,0.621387140852023,0.387647683401912,0.25837162241120737,0.1775600053241161,0.25837162241120737,0.621387140852023,0.25837162241120737,0.25837162241120737,0.25837162241120737,0.621387140852023,0.25837162241120737,0.621387140852023,0.1775600053241161
EGR1,0.5098178223962838,0.5098178223962838,0.5098178223962838,1.0,0.5098178223962838,0.5098178223962838,0.35424569266908146,0.5098178223962838,0.10421620117982412,0.5098178223962838,0.10421620117982412,1.0,0.18767775112123308,0.16877915192827136,0.19298782581580917,0.35424569266908146,0.10421620117982412,0.35424569266908146,0.5098178223962838
EID1,0.39045327577687294,0.39045327577687294,0.39045327577687294,1.0,0.25915505288193036,0.25915505288193036,0.6203659598873055,0.39045327577687294,0.14271556118282913,0.25915505288193036,0.14271556118282913,0.6203659598873055,0.1165697334076675,0.20223917619180962,0.1636911192226692,0.6203659598873055,0.14271556118282913,0.6203659598873055,0.25915505288193036
EIF3A,0.4939726086705161,0.4939726086705161,0.4939726086705161,1.0,0.4939726086705161,0.4939726086705161,0.36944555700884,0.4939726086705161,0.09596111549178142,0.4939726086705161,0.09596111549178142,1.0,0.15307628755419278,0.20824536890348755,0.17009286166316934,0.36944555700884,0.09596111549178142,0.36944555700884,0.4939726086705161
EIF4EBP2,0.4900793540475611,0.4900793540475611,0.4900793540475611,1.0,0.4900793540475611,0.4900793540475611,0.3728687948532005,0.4900793540475611,0.10948267118331541,0.4900793540475611,0.10948267118331541,1.0,0.14650178543269649,0.21055928138653002,0.17094589645805985,0.3728687948532005,0.10948267118331541,0.3728687948532005,0.4900793540475611
EIF4G1,0.3902580539511956,0.3902580539511956,0.3902580539511956,1.0,0.17897786944081237,0.1509540787794462,0.6202985740946051,0.3902580539511956,0.2539101433801654,0.17897786944081237,0.2539101433801654,0.6202985740946051,0.2539101433801654,0.2539101433801654,0.2539101433801654,0.6202985740946051,0.2539101433801654,0.6202985740946051,0.17897786944081237
EIF4G2,0.3846353858293139,0.3846353858293139,0.3846353858293139,1.0,0.15922692281748443,0.11157881122686643,0.6222975759775303,0.3846353858293139,0.2594902216683619,0.15922692281748443,0.2594902216683619,0.6222975759775303,0.2594902216683619,0.2594902216683619,0.2594902216683619,0.6222975759775303,0.2594902216683619,0.6222975759775303,0.15922692281748443
ELAPOR1,0.26406312600041476,0.26406312600041476,0.26406312600041476,1.0,0.177343789327208,0.11177002248061785,0.4942783505994202,0.26406312600041476,0.4942783505994202,0.177343789327208,0.4942783505994202,1.0,0.4942783505994202,0.4942783505994202,0.4942783505994202,0.4942783505994202,0.4942783505994202,0.4942783505994202,0.177343789327208
ELF1,0.2783614362212591,0.2783614362212591,0.2783614362212591,1.0,0.16501820888645463,0.10390961632121748,0.4876686553028142,0.2783614362212591,0.4876686553028142,0.16501820888645463,0.4876686553028142,1.0,0.4876686553028142,0.4876686553028142,0.4876686553028142,0.4876686553028142,0.4876686553028142,0.4876686553028142,0.16501820888645463
ELK4,0.3884620548936353,0.3884620548936353,0.3884620548936353,1.0,0.2564969529027918,0.2564969529027918,0.6210510261196672,0.3884620548936353,0.16066547930649078,0.2564969529027918,0.16066547930649078,0.6210510261196672,0.11608579461706543,0.20410930650779638,0.16066547930649078,0.6210510261196672,0.16066547930649078,0.6210510261196672,0.2564969529027918
ELOVL2,0.043902029449263545,0.09451334979931263,0.09451334979931263,1.0,0.26590304181515884,0.26590304181515884,0.5054979564103965,0.12109410088984845,0.5054979564103965,0.26590304181515884,0.5054979564103965,1.0,0.5054979564103965,0.5054979564103965,0.5054979564103965,0.5054979564103965,0.5054979564103965,0.5054979564103965,0.26590304181515884
ELP2,0.27036974450492124,0.27036974450492124,0.27036974450492124,1.0,0.1682106387736274,0.09877678144176519,0.4911086826628058,0.27036974450492124,0.4911086826628058,0.1682106387736274,0.4911086826628058,1.0,0.4911086826628058,0.4911086826628058,0.4911086826628058,0.4911086826628058,0.4911086826628058,0.4911086826628058,0.1682106387736274
EP300,0.4851758372514659,0.4851758372514659,0.4851758372514659,1.0,0.4851758372514659,0.4851758372514659,0.37816812813101336,0.4851758372514659,0.1511634639089963,0.4851758372514659,0.1511634639089963,1.0,0.12540983124246505,0.21583696358466173,0.174835696845589,0.37816812813101336,0.1511634639089963,0.37816812813101336,0.4851758372514659
EPAS1,0.5027333546149819,0.5027333546149819,0.5027333546149819,1.0,0.5027333546149819,0.5027333546149819,0.36231160613288166,0.5027333546149819,0.07455997236435824,0.5027333546149819,0.06274262322050611,1.0,0.15753943635800005,0.20221625249185549,0.17281362867163555,0.36231160613288166,0.03358667466405944,0.36231160613288166,0.5027333546149819
EPCAM,0.2761642468295027,0.2761642468295027,0.2761642468295027,1.0,0.17318743602089554,0.10229180452340439,0.4894733264740619,0.2761642468295027,0.4894733264740619,0.17318743602089554,0.4894733264740619,1.0,0.4894733264740619,0.4894733264740619,0.4894733264740619,0.4894733264740619,0.4894733264740619,0.4894733264740619,0.17318743602089554
EPS15,0.49098188634260675,0.49098188634260675,0.49098188634260675,1.0,0.49098188634260675,0.49098188634260675,0.37180477638925646,0.49098188634260675,0.09851185125995297,0.49098188634260675,0.09851185125995297,1.0,0.1455066266546472,0.2090758329656902,0.17045987716742003,0.37180477638925646,0.09851185125995297,0.37180477638925646,0.49098188634260675
ERBB2,0.4935793460231474,0.4935793460231474,0.4935793460231474,1.0,0.4935793460231474,0.4935793460231474,0.3738152801139585,0.4935793460231474,0.16554617353437623,0.4935793460231474,0.16554617353437623,1.0,0.16554617353437623,0.21514167269193943,0.1767454166292531,0.3738152801139585,0.16554617353437623,0.3738152801139585,0.4935793460231474
ERGIC3,0.48450129001448056,0.48450129001448056,0.48450129001448056,1.0,0.48450129001448056,0.48450129001448056,0.37930605922275107,0.48450129001448056,0.15634395054318476,0.48450129001448056,0.15634395054318476,1.0,0.13506992261461337,0.2174504132226071,0.17593182991039827,0.37930605922275107,0.15634395054318476,0.37930605922275107,0.48450129001448056
ERRFI1,0.38835321214492924,0.38835321214492924,0.38835321214492924,1.0,0.17876682401615004,0.13933567181511666,0.6211332754542757,0.38835321214492924,0.2570634505136706,0.17876682401615004,0.2570634505136706,0.6211332754542757,0.2570634505136706,0.2570634505136706,0.2570634505136706,0.6211332754542757,0.2570634505136706,0.6211332754542757,0.17876682401615004
ESR1,0.27718207808629747,0.27718207808629747,0.27718207808629747,1.0,0.1773151126167086,0.11592769991200988,0.489599663847591,0.27718207808629747,0.489599663847591,0.1773151126167086,0.489599663847591,1.0,0.489599663847591,0.489599663847591,0.489599663847591,0.489599663847591,0.489599663847591,0.489599663847591,0.1773151126167086
EVA1B,0.2775613117053522,0.2775613117053522,0.2775613117053522,1.0,0.16904438653174786,0.09723656996585354,0.48842000345460945,0.2775613117053522,0.48842000345460945,0.16904438653174786,0.48842000345460945,1.0,0.48842000345460945,0.48842000345460945,0.48842000345460945,0.48842000345460945,0.48842000345460945,0.48842000345460945,0.16904438653174786
EZR,0.5013062006649798,0.5013062006649798,0.5013062006649798,1.0,0.5013062006649798,0.5013062006649798,0.3653985702995081,0.5013062006649798,0.12309023410649261,0.5013062006649798,0.12309023410649261,1.0,0.1790917745804898,0.2089492870199767,0.1639351133036452,0.3653985702995081,0.12309023410649261,0.3653985702995081,0.5013062006649798
FADD,0.2621704781227186,0.2621704781227186,0.2621704781227186,1.0,0.16747020658947237,0.1186987258422054,0.4943652884252507,0.2621704781227186,0.4943652884252507,0.16747020658947237,0.4943652884252507,1.0,0.4943652884252507,0.4943652884252507,0.4943652884252507,0.4943652884252507,0.4943652884252507,0.4943652884252507,0.16747020658947237
FARP1,0.27446269460208794,0.27446269460208794,0.27446269460208794,1.0,0.16415036803681446,0.09572964626578018,0.4891857013589379,0.27446269460208794,0.4891857013589379,0.16415036803681446,0.4891857013589379,1.0,0.4891857013589379,0.4891857013589379,0.4891857013589379,0.4891857013589379,0.4891857013589379,0.4891857013589379,0.16415036803681446
FBXL3,0.4904149402748368,0.4904149402748368,0.4904149402748368,1.0,0.4904149402748368,0.4904149402748368,0.37261483871921175,0.4904149402748368,0.11119854616953215,0.4904149402748368,0.11119854616953215,1.0,0.14861605256166377,0.21059971929352236,0.17091750806322792,0.37261483871921175,0.11119854616953215,0.37261483871921175,0.4904149402748368
FEM1B,0.38421334966948495,0.38421334966948495,0.38421334966948495,1.0,0.16032694168838946,0.10312756363613082,0.6225421089830336,0.38421334966948495,0.2609460863661274,0.16032694168838946,0.2609460863661274,0.6225421089830336,0.2609460863661274,0.2609460863661274,0.2609460863661274,0.6225421089830336,0.2609460863661274,0.6225421089830336,0.16032694168838946
FGF19,0.18666123211600466,0.18666123211600466,0.18666123211600466,1.0,0.2615330072561222,0.2615330072561222,0.49988322619721065,0.18666123211600466,0.49988322619721065,0.2615330072561222,0.49988322619721065,1.0,0.49988322619721065,0.49988322619721065,0.49988322619721065,0.49988322619721065,0.49988322619721065,0.49988322619721065,0.2615330072561222
FGF3,0.18390942844414998,0.18390942844414998,0.18390942844414998,1.0,0.27156054646186695,0.27156054646186695,0.5046615748765328,0.18390942844414998,0.5046615748765328,0.27156054646186695,0.5046615748765328,1.0,0.5046615748765328,0.5046615748765328,0.5046615748765328,0.5046615748765328,0.5046615748765328,0.5046615748765328,0.27156054646186695
FIS1,0.4838978414482607,0.4838978414482607,0.4838978414482607,1.0,0.4838978414482607,0.4838978414482607,0.3803757943635643,0.4838978414482607,0.17098139154664627,0.4838978414482607,0.17098139154664627,1.0,0.14229618340835068,0.21881791713626492,0.17098139154664627,0.3803757943635643,0.17098139154664627,0.3803757943635643,0.4838978414482607
FLNB,0.49293737532943727,0.49293737532943727,0.49293737532943727,1.0,0.49293737532943727,0.49293737532943727,0.37222832028039254,0.49293737532943727,0.1242412967502453,0.49293737532943727,0.1242412967502453,1.0,0.15741302661104076,0.21203995812383314,0.17100289388333453,0.37222832028039254,0.1242412967502453,0.37222832028039254,0.49293737532943727
FOXA1,0.3853658006414623,0.3853658006414623,0.3853658006414623,1.0,0.17226036191503508,0.11916559306380284,0.6221730993324409,0.3853658006414623,0.261421166206083,0.17226036191503508,0.261421166206083,0.6221730993324409,0.261421166206083,0.261421166206083,0.261421166206083,0.6221730993324409,0.261421166206083,0.6221730993324409,0.17226036191503508
FRS2,0.48644912459762457,0.48644912459762457,0.48644912459762457,1.0,0.48644912459762457,0.48644912459762457,0.37967652156853676,0.48644912459762457,0.17152788584164497,0.48644912459762457,0.17152788584164497,1.0,0.17152788584164497,0.21950486784304085,0.17638197445459727,0.37967652156853676,0.17152788584164497,0.37967652156853676,0.48644912459762457
FSTL1,0.4923230795612141,0.4923230795612141,0.4923230795612141,1.0,0.4923230795612141,0.4923230795612141,0.3721105735425575,0.4923230795612141,0.08896514229936216,0.4923230795612141,0.059228922747976746,1.0,0.13515299616095292,0.20827528331481435,0.17220828943633001,0.3721105735425575,0.08896514229936216,0.3721105735425575,0.4923230795612141
FTH1,0.27968900599505786,0.27968900599505786,0.27968900599505786,1.0,0.16202804360103099,0.10272656989277074,0.48693801362738953,0.27968900599505786,0.48693801362738953,0.16202804360103099,0.48693801362738953,1.0,0.48693801362738953,0.48693801362738953,0.48693801362738953,0.48693801362738953,0.48693801362738953,0.48693801362738953,0.16202804360103099
FUS,0.4897919195014765,0.4897919195014765,0.4897919195014765,1.0,0.4897919195014765,0.4897919195014765,0.3735317939003398,0.4897919195014765,0.11813181708590524,0.4897919195014765,0.11813181708590524,1.0,0.14896299282287978,0.2115023202617041,0.17137433163123098,0.3735317939003398,0.11813181708590524,0.3735317939003398,0.4897919195014765
GASK1B,0.486296334964507,0.486296334964507,0.486296334964507,1.0,0.486296334964507,0.486296334964507,0.3776317100229432,0.486296334964507,0.1511520541719192,0.486296334964507,0.1511520541719192,1.0,0.1438505862489949,0.21611169309992415,0.17491851736257857,0.3776317100229432,0.1511520541719192,0.3776317100229432,0.486296334964507
GATA3,0.386611220443434,0.386611220443434,0.386611220443434,1.0,0.17473726801528194,0.1273188649820572,0.6216561405482981,0.386611220443434,0.25993941462991504,0.17473726801528194,0.25993941462991504,0.6216561405482981,0.25993941462991504,0.25993941462991504,0.25993941462991504,0.6216561405482981,0.25993941462991504,0.6216561405482981,0.17473726801528194
GEM,0.5052743624157979,0.5052743624157979,0.5052743624157979,1.0,0.5052743624157979,0.5052743624157979,0.36005732512995026,0.5052743624157979,0.07688043934414068,0.5052743624157979,0.07537338065394314,1.0,0.16058222898712904,0.20091283597510373,0.1748060592514624,0.36005732512995026,0.0590988089575617,0.36005732512995026,0.5052743624157979
GHITM,0.48842205857694776,0.48842205857694776,0.48842205857694776,1.0,0.48842205857694776,0.48842205857694776,0.37563930613485125,0.48842205857694776,0.13480720388753936,0.48842205857694776,0.13480720388753936,1.0,0.15039946091916256,0.21411838217539303,0.1726975563289924,0.37563930613485125,0.13480720388753936,0.37563930613485125,0.48842205857694776
GLUD1,0.4896778448722936,0.4896778448722936,0.4896778448722936,1.0,0.4896778448722936,0.4896778448722936,0.37468710927908333,0.4896778448722936,0.1326768237853126,0.4896778448722936,0.1326768237853126,1.0,0.15324002888144944,0.21380215056037127,0.17232006479232295,0.37468710927908333,0.1326768237853126,0.37468710927908333,0.4896778448722936
GNA13,0.27900065596799917,0.27900065596799917,0.27900065596799917,1.0,0.16851889667077238,0.10443439948286218,0.48782203798467416,0.27900065596799917,0.48782203798467416,0.16851889667077238,0.48782203798467416,1.0,0.48782203798467416,0.48782203798467416,0.48782203798467416,0.48782203798467416,0.48782203798467416,0.48782203798467416,0.16851889667077238
GNAS,0.38756466222063474,0.38756466222063474,0.38756466222063474,1.0,0.16778953678501093,0.13026974686404963,0.6212624038653604,0.38756466222063474,0.25576169880207467,0.16778953678501093,0.25576169880207467,0.6212624038653604,0.25576169880207467,0.25576169880207467,0.25576169880207467,0.6212624038653604,0.25576169880207467,0.6212624038653604,0.16778953678501093
GNB1,0.385901465283382,0.385901465283382,0.385901465283382,1.0,0.16179636881259857,0.1188885776382838,0.62191741040979,0.385901465283382,0.2576503467291882,0.16179636881259857,0.2576503467291882,0.62191741040979,0.2576503467291882,0.2576503467291882,0.2576503467291882,0.62191741040979,0.2576503467291882,0.62191741040979,0.16179636881259857
GNG12,0.49058477672786677,0.49058477672786677,0.49058477672786677,1.0,0.49058477672786677,0.49058477672786677,0.37269885815994935,0.49058477672786677,0.10275540775961538,0.49058477672786677,0.10275540775961538,1.0,0.14477585766115658,0.21024504090273327,0.16990816857985844,0.37269885815994935,0.10275540775961538,0.37269885815994935,0.49058477672786677
GNS,0.48785938521588085,0.48785938521588085,0.48785938521588085,1.0,0.48785938521588085,0.48785938521588085,0.37799356109837756,0.48785938521588085,0.1655896043044294,0.48785938521588085,0.1655896043044294,1.0,0.1655896043044294,0.21795743783362045,0.17583605516340217,0.37799356109837756,0.1655896043044294,0.37799356109837756,0.48785938521588085
GOLGB1,0.489672435446322,0.489672435446322,0.489672435446322,1.0,0.489672435446322,0.489672435446322,0.3752520644701363,0.489672435446322,0.13820452919752876,0.489672435446322,0.13820452919752876,1.0,0.15456830711878125,0.21468972799417,0.1723884709538838,0.3752520644701363,0.13820452919752876,0.3752520644701363,0.489672435446322
GOLPH3,0.49314748178331663,0.49314748178331663,0.49314748178331663,1.0,0.49314748178331663,0.49314748178331663,0.37169286520389766,0.49314748178331663,0.12017836560180581,0.49314748178331663,0.12017836560180581,1.0,0.15705866304239577,0.2113914035141131,0.1709694830276537,0.37169286520389766,0.12017836560180581,0.37169286520389766,0.49314748178331663
GOSR2,0.48926729052393697,0.48926729052393697,0.48926729052393697,1.0,0.48926729052393697,0.48926729052393697,0.37569989592463654,0.48926729052393697,0.13807988405133603,0.48926729052393697,0.13807988405133603,1.0,0.15245073591612687,0.2146616712668437,0.17239770900815815,0.37569989592463654,0.13807988405133603,0.37569989592463654,0.48926729052393697
GPBP1,0.4913595455534934,0.4913595455534934,0.4913595455534934,1.0,0.4913595455534934,0.4913595455534934,0.37210450605731765,0.4913595455534934,0.10937531106434299,0.4913595455534934,0.10937531106434299,1.0,0.15030276093290776,0.21033321301165397,0.17055269248765972,0.37210450605731765,0.10937531106434299,0.37210450605731765,0.4913595455534934
GPX4,0.48948004978445336,0.48948004978445336,0.48948004978445336,1.0,0.48948004978445336,0.48948004978445336,0.3749646403644501,0.48948004978445336,0.1308138940600084,0.48948004978445336,0.1308138940600084,1.0,0.15064162260184982,0.213479407420893,0.17228241483968906,0.3749646403644501,0.1308138940600084,0.3749646403644501,0.48948004978445336
GRB2,0.3883090164408538,0.3883090164408538,0.3883090164408538,1.0,0.1733577622373789,0.13814053493740902,0.6209627318107676,0.3883090164408538,0.25594359219707813,0.1733577622373789,0.25594359219707813,0.6209627318107676,0.25594359219707813,0.25594359219707813,0.25594359219707813,0.6209627318107676,0.25594359219707813,0.6209627318107676,0.1733577622373789
GRINA,0.3886408117550094,0.3886408117550094,0.3886408117550094,1.0,0.2584278111436146,0.2584278111436146,0.6209486088959364,0.3886408117550094,0.1620745395155148,0.2584278111436146,0.1620745395155148,0.6209486088959364,0.12987009644314412,0.20507744777998402,0.1620745395155148,0.6209486088959364,0.1620745395155148,0.6209486088959364,0.2584278111436146
GRK2,0.27709248693899663,0.27709248693899663,0.27709248693899663,1.0,0.16144618278883704,0.10433319230780826,0.4879159489351873,0.27709248693899663,0.4879159489351873,0.16144618278883704,0.4879159489351873,1.0,0.4879159489351873,0.4879159489351873,0.4879159489351873,0.4879159489351873,0.4879159489351873,0.4879159489351873,0.16144618278883704
GRN,0.2768902131272065,0.2768902131272065,0.2768902131272065,1.0,0.15184484929594136,0.10241271388962175,0.48750161116227336,0.2768902131272065,0.48750161116227336,0.15184484929594136,0.48750161116227336,1.0,0.48750161116227336,0.48750161116227336,0.48750161116227336,0.48750161116227336,0.48750161116227336,0.48750161116227336,0.15184484929594136
GTF2I,0.4846973831988295,0.4846973831988295,0.4846973831988295,1.0,0.4846973831988295,0.4846973831988295,0.37943091669333195,0.4846973831988295,0.15879303753315344,0.4846973831988295,0.15879303753315344,1.0,0.1469503252614197,0.2180561472128936,0.17652522126039918,0.37943091669333195,0.15879303753315344,0.37943091669333195,0.4846973831988295
GUCY1A1,0.2745031269145648,0.2745031269145648,0.2745031269145648,1.0,0.1683394960090762,0.08839653785918593,0.48961739124044085,0.2745031269145648,0.48961739124044085,0.1683394960090762,0.48961739124044085,1.0,0.48961739124044085,0.48961739124044085,0.48961739124044085,0.48961739124044085,0.48961739124044085,0.48961739124044085,0.1683394960090762
H1-4,0.5000018634644651,0.5000018634644651,0.5000018634644651,1.0,0.5000018634644651,0.5000018634644651,0.36246717035625753,0.5000018634644651,0.05269054323458324,0.5000018634644651,0.07026757517476358,1.0,0.15488189267835378,0.20105184727108066,0.17113969988378688,0.36246717035625753,0.07026757517476358,0.36246717035625753,0.5000018634644651
H1-5,0.26814657542773274,0.26814657542773274,0.26814657542773274,1.0,0.15751186201642253,0.12577079998250937,0.4914560149688231,0.26814657542773274,0.4914560149688231,0.15751186201642253,0.4914560149688231,1.0,0.4914560149688231,0.4914560149688231,0.4914560149688231,0.4914560149688231,0.4914560149688231,0.4914560149688231,0.15751186201642253
H2AC6,0.39050167706107075,0.39050167706107075,0.39050167706107075,1.0,0.18756977263755453,0.15595481198532551,0.6205135562333104,0.39050167706107075,0.2566301733715119,0.18756977263755453,0.2566301733715119,0.6205135562333104,0.2566301733715119,0.2566301733715119,0.2566301733715119,0.6205135562333104,0.2566301733715119,0.6205135562333104,0.18756977263755453
H2AZ2,0.48472232940463805,0.48472232940463805,0.48472232940463805,1.0,0.48472232940463805,0.48472232940463805,0.3793577452161982,0.48472232940463805,0.15610240055042438,0.48472232940463805,0.15610240055042438,1.0,0.13608205968150738,0.21768163902470264,0.17575184673664396,0.3793577452161982,0.15610240055042438,0.3793577452161982,0.48472232940463805
HAPSTR1,0.48693739183880974,0.48693739183880974,0.48693739183880974,1.0,0.48693739183880974,0.48693739183880974,0.37711142763027045,0.48693739183880974,0.14871085879600768,0.48693739183880974,0.14871085879600768,1.0,0.13845021762322335,0.21542150753510866,0.17377552434733332,0.37711142763027045,0.14871085879600768,0.37711142763027045,0.48693739183880974
HELZ,0.3863330390018887,0.3863330390018887,0.3863330390018887,1.0,0.16706268389368378,0.12557996689476916,0.6217425201900748,0.3863330390018887,0.25793819503573623,0.16706268389368378,0.25793819503573623,0.6217425201900748,0.25793819503573623,0.25793819503573623,0.25793819503573623,0.6217425201900748,0.25793819503573623,0.6217425201900748,0.16706268389368378
HID1,0.39037325337800644,0.39037325337800644,0.39037325337800644,1.0,0.1858133936185988,0.1519177567031399,0.6204507316685658,0.39037325337800644,0.25608268047212385,0.1858133936185988,0.25608268047212385,0.6204507316685658,0.25608268047212385,0.25608268047212385,0.25608268047212385,0.6204507316685658,0.25608268047212385,0.6204507316685658,0.1858133936185988
HIPK3,0.4934454811241713,0.4934454811241713,0.4934454811241713,1.0,0.4934454811241713,0.4934454811241713,0.36931767426074896,0.4934454811241713,0.08037260968462696,0.4934454811241713,0.08037260968462696,1.0,0.1471870818069427,0.20703957516507696,0.1694391567793983,0.36931767426074896,0.08037260968462696,0.36931767426074896,0.4934454811241713
HMG20B,0.3859288325877015,0.3859288325877015,0.3859288325877015,1.0,0.16743551726736133,0.12148263132340094,0.6219020478823547,0.3859288325877015,0.2588506634431984,0.16743551726736133,0.2588506634431984,0.6219020478823547,0.2588506634431984,0.2588506634431984,0.2588506634431984,0.6219020478823547,0.2588506634431984,0.6219020478823547,0.16743551726736133
HMGB1,0.3842332852943083,0.3842332852943083,0.3842332852943083,1.0,0.15359301155483945,0.11186417155334273,0.6225745320133381,0.3842332852943083,0.259167820472075,0.15359301155483945,0.259167820472075,0.6225745320133381,0.259167820472075,0.259167820472075,0.259167820472075,0.6225745320133381,0.259167820472075,0.6225745320133381,0.15359301155483945
HNRNPA2B1,0.49168611589775646,0.49168611589775646,0.49168611589775646,1.0,0.49168611589775646,0.49168611589775646,0.37203884792538755,0.49168611589775646,0.11533187158072185,0.49168611589775646,0.11533187158072185,1.0,0.15341013353921643,0.2108338036280254,0.17144363571875215,0.37203884792538755,0.11533187158072185,0.37203884792538755,0.49168611589775646
HNRNPD,0.38787604617918814,0.38787604617918814,0.38787604617918814,1.0,0.16661235091582036,0.13011525279967878,0.6212280590366231,0.38787604617918814,0.2550789232415215,0.16661235091582036,0.2550789232415215,0.6212280590366231,0.2550789232415215,0.2550789232415215,0.2550789232415215,0.6212280590366231,0.2550789232415215,0.6212280590366231,0.16661235091582036
HNRNPF,0.2781304393077505,0.2781304393077505,0.2781304393077505,1.0,0.16563347002488432,0.10249611707401365,0.48780688244884446,0.2781304393077505,0.48780688244884446,0.16563347002488432,0.48780688244884446,1.0,0.48780688244884446,0.48780688244884446,0.48780688244884446,0.48780688244884446,0.48780688244884446,0.48780688244884446,0.16563347002488432
HNRNPU,0.3864891885372123,0.3864891885372123,0.3864891885372123,1.0,0.16426826866180738,0.12476184813614231,0.6217038264833062,0.3864891885372123,0.2568938610792893,0.16426826866180738,0.2568938610792893,0.6217038264833062,0.2568938610792893,0.2568938610792893,0.2568938610792893,0.6217038264833062,0.2568938610792893,0.6217038264833062,0.16426826866180738
HNRNPUL1,0.48832964497983483,0.48832964497983483,0.48832964497983483,1.0,0.48832964497983483,0.48832964497983483,0.37508851833284945,0.48832964497983483,0.13146223406301802,0.48832964497983483,0.13146223406301802,1.0,0.14963248243038846,0.21324363061032886,0.1730394523865414,0.37508851833284945,0.13146223406301802,0.37508851833284945,0.48832964497983483
HSPA1B,0.3858314666259882,0.3858314666259882,0.3858314666259882,1.0,0.16939014072227335,0.11833183679993108,0.6220252924395488,0.3858314666259882,0.25959710513394585,0.16939014072227335,0.25959710513394585,0.6220252924395488,0.25959710513394585,0.25959710513394585,0.25959710513394585,0.6220252924395488,0.25959710513394585,0.6220252924395488,0.16939014072227335
HSPA8,0.4907119366252471,0.4907119366252471,0.4907119366252471,1.0,0.4907119366252471,0.4907119366252471,0.37297942210768437,0.4907119366252471,0.11761651894514658,0.4907119366252471,0.11761651894514658,1.0,0.15114622030221456,0.21126330354907435,0.17172263165709975,0.37297942210768437,0.11761651894514658,0.37297942210768437,0.4907119366252471
HSPB1,0.5169811205190372,0.5169811205190372,0.5169811205190372,1.0,0.5169811205190372,0.5169811205190372,0.3566485739269626,0.5169811205190372,0.2436474110705292,0.5169811205190372,0.2436474110705292,1.0,0.2436474110705292,0.2436474110705292,0.2436474110705292,0.3566485739269626,0.2436474110705292,0.3566485739269626,0.5169811205190372
HSPB8,1.0,1.0,1.0,0.7875382154277707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17373191973328403,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HSPG2,0.3891206415718102,0.3891206415718102,0.3891206415718102,1.0,0.25555802647457215,0.25555802647457215,0.6209367503002852,0.3891206415718102,0.14574833876870247,0.25555802647457215,0.14574833876870247,0.6209367503002852,0.08674841897716028,0.2025217938858284,0.1674190851135175,0.6209367503002852,0.14574833876870247,0.6209367503002852,0.25555802647457215
HYOU1,0.49094519050104607,0.49094519050104607,0.49094519050104607,1.0,0.49094519050104607,0.49094519050104607,0.37342920759011283,0.49094519050104607,0.12799617389982204,0.49094519050104607,0.12799617389982204,1.0,0.15490591244480206,0.21264948323043484,0.1717509171267152,0.37342920759011283,0.12799617389982204,0.37342920759011283,0.49094519050104607
IER3IP1,0.2636652260976446,0.2636652260976446,0.2636652260976446,1.0,0.16681000698665538,0.10655004865279127,0.4933447509371376,0.2636652260976446,0.4933447509371376,0.16681000698665538,0.4933447509371376,1.0,0.4933447509371376,0.4933447509371376,0.4933447509371376,0.4933447509371376,0.4933447509371376,0.4933447509371376,0.16681000698665538
