,11q13 Invasive Tumor Cells,11q13 Invasive Tumor Cells (G1/S),11q13 Invasive Tumor Cells (Mitotic),Apocrine Cells,B Cells,Basal-like Structured DCIS Cells,"CAFs, DCIS Associated","CAFs, Invasive Associated",CXCL14+ Fibroblasts,Dendritic Cells,Endothelial Cells,Luminal-like Amorphous DCIS Cells,Macrophages,Mast Cells,Myeloid Cells,Myoepithelial Cells,Pericytes,Plasma Cells,T Lymphocytes
AEBP1,0.38807092916253555,0.38807092916253555,0.38807092916253555,1.0,0.15252159693158618,0.17503145307785767,0.6217120683983273,0.38807092916253555,0.25502221870026487,0.15252159693158618,0.25502221870026487,0.6217120683983273,0.07076636850986992,0.25502221870026487,0.25502221870026487,0.6217120683983273,0.25502221870026487,0.6217120683983273,0.15252159693158618
AFF3,0.3900411022355997,0.3900411022355997,0.3900411022355997,1.0,0.1846489266719973,0.1486303035945652,0.6205410682569856,0.3900411022355997,0.25669770591323116,0.1846489266719973,0.25669770591323116,0.6205410682569856,0.25669770591323116,0.25669770591323116,0.25669770591323116,0.6205410682569856,0.25669770591323116,0.6205410682569856,0.1846489266719973
AGR3,0.2556983812342475,0.2556983812342475,0.2556983812342475,1.0,0.17712447322563984,0.13501004920169307,0.4969935634670151,0.2556983812342475,0.4969935634670151,0.17712447322563984,0.4969935634670151,1.0,0.4969935634670151,0.4969935634670151,0.4969935634670151,0.4969935634670151,0.4969935634670151,0.4969935634670151,0.17712447322563984
AHNAK,0.5011420172177838,0.5011420172177838,0.5011420172177838,1.0,0.5011420172177838,0.5011420172177838,0.36253738824345805,0.5011420172177838,0.058837468319710234,0.5011420172177838,0.07352435392222158,1.0,0.17094550334351313,0.20315374923722454,0.15927886314230008,0.36253738824345805,0.07352435392222158,0.36253738824345805,0.5011420172177838
AKR1A1,0.4839845925759739,0.4839845925759739,0.4839845925759739,1.0,0.4839845925759739,0.4839845925759739,0.3802629568235948,0.4839845925759739,0.17067265451927038,0.4839845925759739,0.17067265451927038,1.0,0.14128868331082198,0.2186239632402858,0.17067265451927038,0.3802629568235948,0.17067265451927038,0.3802629568235948,0.4839845925759739
AKT1,0.48423994160991174,0.48423994160991174,0.48423994160991174,1.0,0.48423994160991174,0.48423994160991174,0.38017350824041785,0.48423994160991174,0.17091625154422516,0.48423994160991174,0.17091625154422516,1.0,0.14620023507347232,0.21895472268044863,0.17091625154422516,0.38017350824041785,0.17091625154422516,0.38017350824041785,0.48423994160991174
ANKRD40,0.2760264552287991,0.2760264552287991,0.2760264552287991,1.0,0.16621591021241652,0.10244169026669207,0.48867046896323196,0.2760264552287991,0.48867046896323196,0.16621591021241652,0.48867046896323196,1.0,0.48867046896323196,0.48867046896323196,0.48867046896323196,0.48867046896323196,0.48867046896323196,0.48867046896323196,0.16621591021241652
ANO1,0.27583213378555166,0.27583213378555166,0.27583213378555166,1.0,0.17341668351193806,0.08919378593605365,0.4899612754690801,0.27583213378555166,0.4899612754690801,0.17341668351193806,0.4899612754690801,1.0,0.4899612754690801,0.4899612754690801,0.4899612754690801,0.4899612754690801,0.4899612754690801,0.4899612754690801,0.17341668351193806
ANXA2,0.4892958716787554,0.4892958716787554,0.4892958716787554,1.0,0.4892958716787554,0.4892958716787554,0.3751540569215773,0.4892958716787554,0.1325421410925293,0.4892958716787554,0.1325421410925293,1.0,0.15189020315481236,0.21408447890770413,0.1719107528133055,0.3751540569215773,0.1325421410925293,0.3751540569215773,0.4892958716787554
ANXA5,0.48396456003568616,0.48396456003568616,0.48396456003568616,1.0,0.48396456003568616,0.48396456003568616,0.38038434451164244,0.48396456003568616,0.17034687686003838,0.48396456003568616,0.17034687686003838,1.0,0.14186619060117958,0.21894017667599214,0.17034687686003838,0.38038434451164244,0.17034687686003838,0.38038434451164244,0.48396456003568616
